score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.191,59.8,56.45,1.59,-9.24,1.0,5.59,215.18
0.189,59.08,34.35,0.21,-2.28,4.5,6.17,211.2
0.233,44.62,35.75,0.75,-11.67,5.57,0.13,121.66
0.163,54.94,43.47,0.48,-1.99,7.29,7.39,274.73
0.203,26.32,47.52,1.44,-5.86,5.75,2.29,242.96
0.246,53.39,30.38,0.81,-4.71,9.65,3.5,155.16
0.145,43.18,49.83,0.19,-3.27,4.94,6.95,62.57
0.207,43.96,59.83,1.81,-4.48,6.08,7.49,244.87
0.189,37.78,47.96,1.2,-2.7,5.07,8.7,299.72
0.236,17.81,41.51,0.69,-7.63,8.79,1.23,213.31
0.2,59.79,42.71,1.38,-2.81,5.13,8.78,86.66
0.189,53.74,53.46,1.11,-13.46,1.79,3.65,84.53
0.219,22.89,49.62,1.75,-3.79,1.02,0.63,72.87
0.231,21.21,37.98,1.24,-8.98,4.08,9.72,137.71
0.154,44.34,54.49,0.13,-8.59,1.93,5.18,65.96
0.204,31.72,59.14,1.25,-13.52,9.21,2.64,176.75
0.278,17.55,38.94,1.88,-12.88,3.99,1.82,205.81
0.211,25.97,34.28,0.41,-5.59,4.87,8.46,201.55
0.248,55.08,30.12,0.79,-10.21,3.85,8.48,86.33
0.272,54.01,30.01,1.82,-4.25,6.95,2.2,240.17
0.203,52.47,35.73,0.45,-9.76,9.86,8.11,67.59
0.257,45.09,37.31,1.78,-8.56,5.34,0.2,83.81
0.185,51.61,41.03,0.08,-13.92,4.23,1.26,146.05
0.276,30.29,30.27,1.69,-10.52,7.41,6.21,140.6
0.252,58.69,32.33,1.35,-7.71,5.59,4.77,57.69
0.215,59.47,36.13,1.21,-8.66,4.97,9.81,208.77
0.259,16.92,37.28,0.86,-9.67,9.45,5.3,224.72
0.174,59.19,39.86,0.2,-12.22,1.39,3.79,77.66
0.279,17.55,38.94,1.88,-12.88,3.99,6.21,119.88
0.27,17.55,46.6,1.69,-12.88,3.99,1.82,140.6
0.276,17.55,38.94,1.88,-10.52,7.41,6.21,145.28
0.232,30.29,52.83,1.88,-12.88,7.41,1.82,140.6
0.235,30.29,38.94,1.88,-10.52,7.41,6.77,205.81
0.243,30.29,38.94,1.88,-10.52,7.41,0.96,205.81
0.278,17.55,30.27,0.22,-10.52,7.41,6.21,140.6
0.236,30.29,38.94,1.88,-7.91,7.41,6.21,205.81
0.235,30.29,44.63,1.88,-10.52,7.41,1.82,205.81
0.279,17.55,38.94,1.88,-12.88,7.41,6.21,135.92
0.233,55.73,38.94,1.69,-12.88,3.99,6.21,140.6
0.26,17.55,41.89,1.69,-10.52,3.99,6.21,140.6
0.281,30.29,30.27,1.69,-10.52,9.02,1.82,205.81
0.259,30.29,30.27,1.12,-10.52,7.41,6.21,205.81
0.229,30.29,45.51,1.88,-12.88,3.99,1.82,140.6
0.267,19.76,38.94,1.69,-12.88,3.99,1.82,140.6
0.277,30.29,30.27,1.69,-10.52,7.41,9.66,205.81
0.318,17.55,30.27,1.69,-12.88,3.99,9.77,140.6
0.239,30.29,38.94,1.88,-12.88,3.99,8.86,140.6
0.311,17.55,30.27,1.88,-10.52,1.54,6.21,205.81
0.28,40.77,30.27,1.88,-10.52,3.99,6.21,205.81
0.276,30.29,30.27,1.69,-10.52,7.54,6.21,140.6
0.283,51.16,30.27,1.88,-12.88,7.41,6.21,205.81
0.228,17.55,38.94,0.12,-10.52,7.41,1.82,205.81
0.287,30.29,30.27,1.88,-13.24,7.41,6.21,205.81
0.27,17.55,38.94,1.69,-7.45,3.99,1.82,205.81
0.308,17.55,30.27,1.88,-0.1,3.99,6.21,205.81
0.295,30.29,30.27,1.88,-12.88,6.23,1.82,140.6
0.238,30.29,38.94,1.88,-10.52,7.41,6.69,140.6
0.274,17.55,38.94,1.69,-12.88,7.41,6.21,162.66
0.29,30.29,30.27,1.88,-10.52,3.99,1.82,99.67
0.245,30.29,37.85,1.88,-12.88,3.99,1.82,205.81
0.308,18.89,30.27,1.69,-12.88,3.99,1.82,205.81
0.274,17.55,38.94,1.88,-10.52,3.99,6.21,297.16
0.29,30.29,30.27,1.88,-11.75,7.41,1.82,140.6
0.327,17.55,30.27,1.88,-12.88,3.46,1.82,140.6
0.286,17.55,38.94,1.88,-12.88,7.41,1.82,114.51
0.242,52.75,38.94,1.88,-12.88,7.41,1.82,140.6
0.317,17.55,30.27,1.88,-10.52,3.99,7.19,205.81
0.282,30.29,30.27,1.85,-12.88,3.99,1.82,205.81
0.201,30.29,38.94,0.51,-12.88,3.99,1.82,140.6
0.275,17.55,38.94,1.69,-12.88,7.41,6.21,298.24
0.246,42.9,38.94,1.88,-12.88,7.41,1.82,140.6
0.317,17.55,30.27,1.88,-10.33,3.99,6.21,205.81
0.232,30.29,38.94,1.69,-12.88,7.41,9.4,140.6
0.251,30.29,30.27,0.46,-12.88,7.41,1.82,205.81
0.247,30.29,30.27,0.49,-12.88,3.99,1.82,205.81
0.273,17.55,38.94,1.69,-12.88,3.99,7.16,205.81
0.312,17.55,30.27,1.69,-7.24,3.99,6.21,140.6
0.229,30.29,38.94,1.88,-10.52,1.59,6.21,140.6
0.278,30.29,30.27,1.69,-10.52,6.63,6.21,140.6
0.283,30.29,30.27,1.87,-10.52,3.99,1.82,205.81
0.324,17.55,30.27,1.88,-12.88,3.99,1.82,179.57
0.281,17.55,38.94,1.88,-12.88,3.99,2.84,205.81
0.232,30.29,44.79,1.88,-12.88,7.41,6.21,205.81
0.279,17.55,38.94,1.88,-10.52,7.41,3.43,140.6
0.285,17.55,30.27,0.26,-10.52,7.41,1.82,205.81
0.238,55.47,38.94,1.69,-12.88,7.41,6.21,140.6
0.289,30.29,30.27,1.88,-12.88,7.41,4.99,140.6
0.317,17.55,30.27,1.88,-6.56,3.46,1.82,179.57
0.32,17.55,30.27,1.88,-12.88,3.46,1.82,271.4
0.272,17.55,43.36,1.88,-12.88,3.99,1.82,179.57
0.321,17.55,30.27,1.88,-12.88,3.35,1.82,179.57
0.327,17.55,30.27,1.88,-14.14,3.99,1.82,140.6
0.321,17.55,30.27,1.88,-12.88,3.99,5.44,140.6
0.269,17.55,49.56,1.88,-12.88,3.99,1.82,179.57
0.326,17.55,30.27,1.88,-12.88,7.94,1.82,140.6
0.27,17.55,57.57,1.88,-12.88,3.99,1.82,140.6
0.332,17.55,30.27,1.88,-12.88,5.39,1.82,140.6
0.326,17.55,30.27,1.88,-12.88,3.46,1.82,135.92
0.317,17.55,30.27,1.88,-10.07,3.46,1.82,179.57
0.287,17.55,30.27,0.32,-12.88,3.99,1.82,140.6
0.327,17.55,30.27,1.88,-12.88,3.99,1.75,140.6
0.32,17.55,30.27,1.88,-12.88,3.46,1.82,211.62
0.304,17.55,30.27,1.12,-12.88,3.46,1.82,179.57
0.32,17.55,30.27,1.88,-12.88,3.99,5.37,140.6
0.31,19.76,30.27,1.88,-12.88,3.46,1.82,179.57
0.322,17.55,30.27,1.88,-12.88,3.46,1.82,233.64
0.316,17.55,30.27,1.88,-6.24,3.46,1.82,140.6
0.33,17.55,30.27,1.88,-12.88,3.46,0.64,140.6
0.325,17.55,30.27,1.88,-12.88,3.99,1.82,127.6
0.325,17.55,30.27,1.88,-12.88,3.99,1.82,75.77
0.327,17.55,30.27,1.88,-13.24,3.99,1.82,140.6
0.313,20.23,30.27,1.88,-12.88,3.99,1.82,140.6
0.27,17.55,57.07,1.88,-12.88,3.46,1.82,140.6
0.284,17.55,38.71,1.88,-12.88,3.46,1.82,140.6
0.314,18.89,30.27,1.88,-12.88,3.46,1.82,179.57
0.31,17.55,30.27,1.4,-12.88,3.99,1.82,179.57
0.327,17.55,30.27,1.88,-12.88,4.25,1.82,140.6
0.327,17.55,30.27,1.88,-12.88,3.46,1.82,114.51
0.267,17.55,52.33,1.88,-12.88,3.46,1.82,140.6
0.283,43.67,30.27,1.88,-12.88,3.46,1.82,179.57
0.323,17.55,30.27,1.88,-12.88,3.99,2.58,179.57
0.322,17.55,30.27,1.88,-12.88,3.46,1.82,113.13
0.32,17.55,30.27,1.88,-12.88,3.99,7.52,179.57
0.269,17.55,55.15,1.88,-12.88,3.99,1.82,179.57
0.317,17.55,30.27,1.88,-12.88,3.46,9.4,140.6
0.321,17.55,30.27,1.88,-12.88,3.46,7.71,140.6
0.319,17.55,30.46,1.88,-12.88,3.46,1.82,179.57
0.311,17.55,30.27,1.88,-1.71,3.99,1.82,140.6
0.27,17.55,57.54,1.88,-12.88,3.99,1.82,179.57
0.319,17.55,30.27,1.88,-12.88,3.46,7.34,140.6
0.322,17.55,30.27,1.88,-12.88,3.99,7.86,179.57
0.317,17.55,30.27,1.88,-4.17,3.99,1.82,140.6
0.291,30.87,30.27,1.88,-12.88,3.46,1.82,140.6
0.327,17.55,30.27,1.87,-12.88,3.46,1.82,140.6
0.284,17.55,36.69,1.88,-12.88,3.46,1.82,179.57
0.32,17.55,30.27,1.88,-12.88,3.46,1.82,298.5
0.31,17.55,30.27,1.88,-0.21,3.99,1.82,179.57
0.288,55.47,30.27,1.88,-12.88,3.46,1.82,140.6
0.277,17.55,45.13,1.88,-12.88,3.46,1.82,140.6
0.28,17.55,30.27,0.21,-12.88,3.46,1.82,140.6
0.319,17.55,30.27,1.88,-12.88,3.99,9.49,140.6
0.323,17.55,30.27,1.88,-10.51,3.99,1.82,179.57
0.331,17.55,30.27,1.88,-12.88,7.86,1.82,140.6
0.328,17.55,30.27,1.88,-12.88,3.99,1.82,102.11
0.274,17.55,43.71,1.88,-12.88,3.99,1.82,179.57
0.326,17.55,30.27,1.88,-12.88,5.39,1.82,119.88
0.276,17.55,46.6,1.88,-12.88,5.39,1.82,140.6
0.283,17.55,43.36,1.88,-12.88,7.86,1.82,140.6
0.324,17.55,30.27,1.88,-12.88,7.86,2.45,140.6
0.277,17.55,46.91,1.88,-12.88,7.86,1.82,140.6
0.292,36.34,30.27,1.88,-12.88,7.86,1.82,140.6
0.327,17.55,30.27,1.88,-12.88,6.34,1.82,140.6
0.322,17.55,30.27,1.88,-7.91,7.86,1.82,140.6
0.291,29.63,30.27,1.88,-12.88,7.86,1.82,140.6
0.329,17.55,30.27,1.88,-12.88,6.91,1.82,140.6
0.321,19.0,30.27,1.88,-12.88,5.39,1.82,140.6
0.29,55.73,30.27,1.88,-12.88,5.39,1.82,140.6
0.326,17.55,30.27,1.88,-12.88,7.86,1.82,211.62
0.321,17.55,31.12,1.88,-12.88,7.86,1.82,140.6
0.312,17.55,30.27,1.88,-3.28,5.39,1.82,140.6
0.315,19.76,30.27,1.88,-12.88,5.39,1.82,140.6
0.296,34.8,30.27,1.88,-12.88,7.86,1.82,140.6
0.329,17.55,30.27,1.88,-12.88,9.76,1.82,140.6
0.329,17.55,30.27,1.88,-12.88,5.39,1.82,111.98
0.321,17.55,30.27,1.88,-12.88,5.39,6.02,140.6
0.321,17.55,30.27,1.88,-12.88,5.39,5.39,140.6
0.316,17.55,30.27,1.42,-12.88,7.86,1.82,140.6
0.329,17.55,30.27,1.88,-12.88,7.86,1.82,190.92
0.332,17.55,30.27,1.88,-13.24,7.86,1.82,140.6
0.289,17.55,30.27,0.11,-12.88,7.86,1.82,140.6
0.328,17.55,30.27,1.88,-12.88,7.59,1.82,140.6
0.329,17.55,30.27,1.88,-12.88,5.39,1.82,162.66
0.307,17.55,30.27,1.03,-12.88,5.39,1.82,140.6
0.323,18.89,30.27,1.88,-12.88,7.86,1.82,140.6
0.321,17.55,30.27,1.88,-12.88,2.4,1.82,140.6
0.302,17.55,30.27,0.69,-12.88,5.39,1.82,140.6
0.311,17.55,32.46,1.88,-12.88,5.39,1.82,140.6
0.274,17.55,53.55,1.88,-12.88,5.39,1.82,140.6
0.326,17.55,30.27,1.88,-12.88,5.39,1.82,289.36
0.292,52.75,30.27,1.88,-12.88,7.86,1.82,140.6
0.328,17.55,30.27,1.88,-12.88,5.39,1.82,292.61
0.331,17.55,30.27,1.88,-13.15,7.86,1.82,140.6
0.33,17.55,30.27,1.88,-10.19,7.86,1.82,140.6
0.322,17.55,30.27,1.88,-12.88,5.39,8.29,140.6
0.326,17.55,30.27,1.88,-12.88,3.48,1.82,140.6
0.29,42.9,30.27,1.88,-12.88,5.39,1.82,140.6
0.292,56.42,30.27,1.88,-12.88,7.86,1.82,140.6
0.311,17.55,30.27,1.88,-1.71,7.86,1.82,140.6
0.318,17.55,30.27,1.88,-12.88,5.39,7.16,140.6
0.331,17.55,30.27,1.88,-12.88,8.24,1.82,140.6
0.271,17.55,58.24,1.88,-12.88,7.86,1.82,140.6
0.312,17.55,30.27,1.88,-12.88,1.59,1.82,140.6
0.295,17.55,30.27,0.51,-12.88,5.39,1.82,140.6
0.326,17.74,30.27,1.88,-12.88,5.39,1.82,140.6
0.294,29.79,30.27,1.88,-12.88,5.39,1.82,140.6
0.311,17.55,30.27,1.88,-1.43,7.86,1.82,140.6
0.326,17.55,30.27,1.88,-12.88,5.39,1.82,172.39
0.29,39.97,30.27,1.88,-12.88,5.39,1.82,140.6
0.325,17.55,30.27,1.74,-12.88,5.39,1.82,140.6
0.33,17.55,30.27,1.88,-12.88,5.7,1.82,140.6
0.331,17.55,30.27,1.88,-12.88,5.36,1.82,140.6
0.329,17.55,30.27,1.88,-12.88,7.86,1.82,102.11
0.326,17.55,30.27,1.85,-12.88,7.86,1.82,140.6
0.33,17.55,30.27,1.88,-12.88,4.47,1.82,140.6
0.322,17.55,30.27,1.88,-6.56,7.86,1.82,140.6
0.297,28.36,30.27,1.88,-13.24,7.86,1.82,140.6
0.327,17.55,30.27,1.88,-12.88,5.39,2.45,140.6
0.293,31.91,30.27,1.88,-13.24,5.39,1.82,140.6
0.327,17.55,30.27,1.88,-14.14,5.39,1.82,140.6
0.293,34.56,30.27,1.88,-12.88,5.39,1.82,140.6
0.324,17.55,30.27,1.88,-12.88,5.39,1.82,271.98
0.331,17.55,30.27,1.97,-12.88,5.39,1.82,140.6
0.328,17.55,30.27,1.88,-13.24,5.39,1.82,135.92
0.324,17.55,30.27,1.88,-10.07,7.86,1.82,140.6
0.292,55.73,30.27,1.88,-12.88,7.86,1.82,140.6
0.29,17.55,30.27,0.32,-12.88,5.39,1.82,140.6
0.323,17.55,30.27,1.65,-12.88,5.39,1.82,140.6
0.327,17.55,30.27,1.88,-13.24,7.86,1.82,211.62
0.294,57.08,30.27,1.88,-13.24,7.86,1.82,140.6
0.284,17.55,30.27,0.15,-12.88,5.39,1.82,140.6
0.315,19.76,30.27,1.88,-13.24,7.86,1.82,140.6
0.319,17.55,30.27,1.88,-6.24,7.86,1.82,140.6
0.33,17.55,30.27,1.88,-12.88,7.86,1.82,111.98
0.327,17.55,30.27,1.88,-9.71,7.86,1.82,140.6
0.33,17.55,30.27,1.88,-13.24,5.39,1.82,140.6
0.319,17.55,30.27,1.88,-13.24,5.39,7.65,140.6
0.33,17.55,30.27,1.88,-12.88,5.66,1.82,140.6
0.298,17.55,35.23,1.88,-12.88,5.39,1.82,140.6
0.321,17.55,30.27,1.88,-8.41,7.86,1.82,140.6
0.283,17.55,30.27,0.02,-13.24,7.86,1.82,140.6
0.289,17.55,38.71,1.88,-13.24,7.86,1.82,140.6
0.291,17.55,37.85,1.88,-12.88,5.39,1.82,140.6
0.319,17.55,30.27,1.88,-13.24,5.39,8.76,140.6
0.314,17.55,30.27,1.33,-12.88,7.86,1.82,140.6
0.335,16.4,30.27,1.88,-13.24,7.86,1.82,140.6
0.327,17.55,30.27,1.88,-13.24,7.86,1.82,196.61
0.331,17.46,30.27,1.88,-12.88,7.86,1.82,140.6
0.327,17.55,30.27,1.88,-12.88,4.07,1.82,140.6
0.308,17.55,30.27,1.88,-0.92,7.86,1.82,140.6
0.329,17.55,30.27,1.88,-13.24,8.03,1.82,140.6
0.329,17.55,30.27,1.97,-13.24,5.39,1.82,140.6
0.276,17.55,52.33,1.88,-12.88,7.86,1.82,140.6
0.278,17.55,58.67,1.88,-13.24,7.86,1.82,140.6
0.327,17.55,30.27,1.88,-13.24,5.39,1.82,298.24
0.273,17.55,52.17,1.88,-13.24,5.39,1.82,140.6
0.318,17.55,30.27,1.62,-13.24,7.86,1.82,140.6
0.322,17.55,30.27,1.88,-13.24,5.39,7.71,140.6
0.33,17.55,30.27,1.88,-13.24,5.39,1.82,91.42
0.285,17.55,43.29,1.88,-13.24,7.86,1.82,140.6
0.332,17.55,30.27,1.94,-13.24,7.86,1.82,140.6
0.298,17.55,30.27,0.59,-12.88,7.86,1.82,140.6
0.323,17.55,30.27,1.88,-8.31,5.39,1.82,140.6
0.315,17.55,32.74,1.88,-12.88,7.86,1.82,140.6
0.295,29.79,30.27,1.88,-13.24,7.86,1.82,140.6
0.303,17.55,30.27,0.77,-13.24,7.86,1.82,140.6
0.291,17.55,30.27,0.26,-13.24,5.39,1.82,140.6
0.317,17.55,30.27,1.88,-5.15,5.39,1.82,140.6
0.284,17.55,30.27,0.21,-12.88,5.39,1.82,140.6
0.289,39.97,30.27,1.88,-13.24,5.39,1.82,140.6
0.324,17.55,30.27,1.88,-8.14,5.39,1.82,140.6
0.339,16.4,30.27,1.88,-13.24,7.86,1.82,119.88
0.335,16.4,30.27,1.94,-13.24,7.86,1.82,271.4
0.306,16.4,30.27,0.56,-13.24,7.86,1.82,140.6
0.295,31.91,30.27,1.88,-13.24,7.86,1.82,140.6
0.334,17.55,30.27,1.88,-13.24,7.86,0.96,140.6
0.327,17.55,30.27,1.88,-13.24,7.86,5.44,140.6
0.331,16.4,30.27,1.64,-13.24,7.86,1.82,140.6
0.294,29.63,30.27,1.88,-13.24,7.86,1.82,140.6
0.303,17.55,30.27,0.79,-13.24,7.86,1.82,140.6
0.336,16.4,30.27,1.88,-11.0,7.86,1.82,140.6
0.336,16.4,30.27,1.94,-10.07,7.86,1.82,140.6
0.343,16.4,30.27,1.94,-13.24,7.86,0.42,140.6
0.282,17.55,41.89,1.94,-13.24,7.86,1.82,140.6
0.328,17.55,30.27,1.94,-13.24,9.02,1.82,140.6
0.323,17.55,31.12,1.88,-13.24,7.86,1.82,140.6
0.278,17.55,45.51,1.94,-13.24,7.86,1.82,140.6
0.319,17.55,30.27,1.48,-13.24,7.86,1.82,140.6
0.329,17.55,30.27,1.88,-13.24,9.76,1.82,140.6
0.293,40.77,30.27,1.88,-13.24,7.86,1.82,140.6
0.338,16.4,30.27,1.88,-13.24,7.54,1.82,140.6
0.33,17.55,30.27,1.94,-13.24,7.86,1.82,190.92
0.33,17.55,30.27,1.88,-13.24,7.86,1.82,113.2
0.301,16.4,37.55,1.94,-13.24,7.86,1.82,140.6
0.316,20.23,30.27,1.88,-13.24,7.86,1.82,140.6
0.29,45.74,30.27,1.94,-13.24,7.86,1.82,140.6
0.331,16.4,30.27,1.88,-13.24,7.86,8.81,140.6
0.322,18.89,30.27,1.88,-13.24,7.86,1.82,140.6
0.325,17.55,30.27,1.88,-13.24,7.86,1.82,297.16
0.336,16.4,30.27,1.94,-11.75,7.86,1.82,140.6
0.325,17.55,30.27,1.88,-13.24,7.86,2.56,140.6
0.327,17.55,30.27,1.88,-13.24,7.86,3.17,140.6
0.324,17.55,30.27,1.94,-13.24,7.86,3.94,140.6
0.34,16.4,30.27,1.88,-13.24,7.86,1.82,87.75
0.321,17.55,30.27,1.88,-13.24,7.86,7.19,140.6
0.336,16.4,30.27,1.85,-13.24,7.86,1.82,140.6
0.336,16.4,30.27,1.88,-13.24,5.81,1.82,140.6
0.306,16.4,30.27,0.51,-13.24,7.86,1.82,140.6
0.334,17.48,30.27,1.88,-13.24,7.86,1.82,140.6
0.323,17.55,30.27,1.88,-13.24,2.69,1.82,140.6
0.329,17.55,30.27,1.88,-13.24,7.86,1.82,119.05
0.337,16.4,30.27,1.94,-13.24,7.86,1.82,91.42
0.335,16.4,30.27,1.94,-13.24,7.86,1.82,140.6
0.323,17.55,30.27,1.94,-13.24,7.86,7.34,140.6
0.327,17.55,30.27,1.88,-13.24,8.76,1.82,140.6
0.33,17.55,30.27,1.88,-13.24,7.86,0.69,140.6
0.335,16.4,30.27,1.94,-13.24,6.63,1.82,140.6
0.333,16.4,30.27,1.94,-13.24,7.86,9.65,140.6
0.331,17.55,30.27,1.88,-13.24,7.86,1.82,179.57
0.289,17.55,30.27,0.18,-13.24,7.86,1.82,140.6
0.285,17.55,44.79,1.94,-13.24,7.86,1.82,140.6
0.294,55.47,30.27,1.88,-13.24,7.86,1.82,140.6
0.335,16.4,30.27,1.88,-13.24,7.86,1.82,269.93
0.329,17.55,30.27,1.88,-12.23,7.86,1.82,140.6
0.331,16.4,30.27,1.88,-13.24,7.86,9.49,140.6
0.337,16.4,30.27,1.88,-13.24,7.86,4.59,140.6
0.338,16.4,30.27,1.94,-13.24,7.86,1.82,118.3
0.304,17.55,34.36,1.88,-13.24,7.86,1.82,140.6
0.288,16.4,58.92,1.94,-13.24,7.86,1.82,87.75
0.305,28.36,30.27,1.88,-13.24,7.86,0.42,87.75
0.331,16.4,30.27,1.94,-13.24,3.35,1.82,87.75
0.302,31.91,30.27,1.94,-13.24,7.86,0.42,87.75
0.324,16.4,30.27,1.94,-13.24,1.86,1.82,140.6
0.297,16.4,30.27,0.22,-13.24,7.86,1.82,140.6
0.332,16.4,30.27,1.94,-7.91,7.86,1.82,87.75
0.339,16.4,30.27,1.94,-13.24,5.39,1.82,140.6
0.34,16.4,30.27,1.94,-13.24,6.91,0.42,140.6
0.314,16.4,34.0,1.94,-13.24,7.86,1.82,140.6
0.336,16.4,30.27,1.88,-13.24,5.93,1.82,87.75
0.305,16.4,30.27,0.32,-13.24,7.86,1.82,87.75
0.325,16.4,30.27,1.88,-3.11,7.86,0.42,140.6
0.338,16.4,30.27,1.88,-13.24,9.02,1.82,140.6
0.35,16.4,30.27,1.94,-13.88,7.86,0.42,87.75
0.329,19.76,30.27,1.88,-13.24,7.86,0.42,87.75
0.343,16.4,30.27,1.88,-13.24,7.86,0.42,140.6
0.339,16.4,30.27,1.88,-13.24,9.76,1.82,87.75
0.341,16.4,30.27,1.94,-14.46,7.86,1.82,87.75
0.311,16.4,30.27,0.8,-13.24,7.86,1.82,140.6
0.286,16.4,55.77,1.94,-13.24,7.86,1.82,140.6
0.332,16.4,30.27,1.88,-13.24,7.86,6.64,87.75
0.334,16.4,30.27,1.94,-13.24,6.44,1.82,140.6
0.342,16.4,30.27,1.88,-13.24,8.8,0.42,140.6
0.337,16.4,30.27,1.94,-13.24,7.86,1.86,140.6
0.315,20.23,30.27,1.88,-13.24,7.86,0.42,140.6
0.334,16.4,30.27,1.94,-8.41,7.86,1.82,140.6
0.312,16.4,38.71,1.94,-13.24,7.86,0.42,87.75
0.308,16.4,30.27,0.17,-13.24,7.86,0.42,87.75
0.324,16.4,30.27,1.88,-6.34,7.86,1.82,140.6
0.338,16.4,30.27,1.94,-13.24,4.89,0.42,140.6
0.342,16.4,30.27,1.94,-13.6,7.86,0.42,140.6
0.336,16.4,30.27,1.88,-13.24,7.86,0.42,196.61
0.336,16.4,30.27,1.94,-13.24,7.86,2.56,87.75
0.343,16.4,30.27,1.94,-11.93,7.86,0.42,87.75
0.302,52.75,30.27,1.94,-13.24,7.86,0.42,87.75
0.344,16.4,30.27,1.94,-13.15,7.86,0.42,87.75
0.337,16.4,30.27,1.94,-13.24,7.86,4.91,87.75
0.334,16.4,30.27,1.94,-6.81,7.86,0.42,140.6
0.334,16.4,30.27,1.94,-13.24,7.86,2.58,140.6
0.345,16.4,30.27,1.94,-13.31,7.86,0.42,87.75
0.285,16.4,57.9,1.88,-13.24,7.86,1.82,140.6
0.34,16.4,30.27,1.62,-13.24,7.86,0.42,87.75
0.286,16.4,58.09,1.94,-13.24,7.86,1.82,140.6
0.344,16.4,30.27,1.88,-13.24,7.86,0.56,87.75
0.337,16.4,30.27,1.94,-13.24,4.05,0.42,140.6
0.332,16.4,30.27,1.94,-13.24,7.86,7.16,140.6
0.336,16.4,30.27,1.88,-13.24,7.86,1.82,201.12
0.295,46.31,30.27,1.88,-13.24,7.86,1.82,87.75
0.338,16.4,30.27,1.94,-13.24,6.63,1.82,87.75
0.338,16.4,30.27,1.88,-13.24,7.69,1.82,87.75
0.311,16.4,30.27,0.18,-13.24,7.86,0.42,140.6
0.34,16.4,30.27,1.94,-13.24,5.55,0.42,140.6
0.334,16.4,30.27,1.94,-13.24,4.33,0.42,140.6
0.338,16.4,30.27,1.94,-13.24,7.86,1.82,172.39
0.301,39.97,30.27,1.94,-13.24,7.86,0.42,87.75
0.293,50.42,30.27,1.94,-13.24,7.86,0.42,140.6
0.318,16.4,34.36,1.88,-13.24,7.86,1.82,87.75
0.336,16.4,30.27,1.94,-13.24,7.86,2.48,87.75
0.297,16.4,58.92,1.94,-13.88,7.86,0.42,87.75
0.348,16.4,30.27,1.94,-13.88,7.36,0.42,87.75
0.336,16.4,30.27,1.94,-13.31,7.86,3.22,87.75
0.342,16.4,30.27,1.94,-13.88,3.35,0.42,87.75
0.34,16.4,30.27,1.55,-13.31,7.86,0.42,87.75
0.349,16.4,30.27,1.94,-14.14,7.86,0.42,87.75
0.311,16.4,30.27,0.22,-13.31,7.86,0.42,87.75
0.354,16.4,30.27,1.94,-13.31,7.86,0.42,69.56
0.304,29.63,30.27,1.94,-13.31,7.86,0.42,87.75
0.324,16.4,30.27,0.79,-13.88,7.86,0.42,87.75
0.335,19.0,30.27,1.94,-13.88,7.86,0.42,87.75
0.303,55.73,30.27,1.94,-13.31,7.86,0.42,87.75
0.301,16.4,41.89,1.94,-13.31,7.86,0.42,87.75
0.348,16.4,30.27,1.94,-13.88,9.02,0.42,87.75
