score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.24,47.64,41.34,2.7,-11.31,4.05,8.02,104.53
0.3,54.93,41.34,2.93,-24.42,4.05,8.02,232.48
0.28,45.31,41.34,2.7,-24.42,1.81,8.02,104.53
0.29,42.94,41.34,2.7,-24.42,4.05,8.02,232.48
0.24,45.31,41.34,0.45,-24.42,4.48,8.02,104.53
0.27,45.31,41.34,2.2,-24.42,4.48,8.02,232.48
0.32,55.94,41.34,2.93,-24.42,4.48,8.02,117.56
0.32,47.64,40.16,2.93,-24.42,4.48,1.72,232.48
0.33,47.64,41.34,2.93,-24.42,4.48,1.72,165.68
0.33,47.64,58.67,2.93,-24.42,4.48,1.72,117.56
0.31,45.31,41.34,2.93,-24.42,4.48,2.65,232.48
0.29,47.64,58.22,2.93,-24.42,4.48,8.02,232.48
0.25,47.64,41.34,2.93,-7.71,4.48,8.02,232.48
0.3,50.1,41.34,2.93,-24.42,4.48,8.02,232.48
0.31,45.31,50.32,2.93,-24.42,4.48,1.72,232.48
0.34,45.31,40.25,2.93,-24.42,4.48,1.72,117.56
0.28,45.31,41.34,1.92,-24.42,4.48,8.02,117.56
0.33,47.64,41.34,2.93,-24.42,4.48,1.72,107.35
0.3,47.64,41.34,2.93,-24.42,4.48,8.01,232.48
0.34,48.23,41.34,2.93,-24.42,4.48,1.72,117.56
0.33,49.9,41.34,2.93,-24.42,4.48,1.72,117.56
0.31,45.31,41.34,2.93,-24.42,4.48,4.59,232.48
0.24,45.31,41.34,0.85,-24.42,4.48,8.02,117.56
0.33,47.64,41.34,2.93,-24.42,3.4,1.72,117.56
0.31,41.61,41.34,2.93,-24.42,4.48,8.02,117.56
0.3,45.31,41.34,2.93,-24.42,4.48,7.92,232.48
0.34,45.31,41.34,2.93,-24.42,4.58,1.72,117.56
0.3,47.64,41.34,2.93,-24.42,2.68,1.72,232.48
0.23,47.64,41.34,0.85,-24.42,4.48,8.02,232.48
0.25,47.64,41.34,0.6,-24.42,4.48,1.72,232.48
0.3,47.64,41.34,2.93,-24.42,4.77,8.02,232.48
0.34,55.99,41.34,2.93,-24.42,4.48,1.72,117.56
0.28,47.64,41.34,2.93,-24.42,1.97,1.72,232.48
0.25,45.31,41.34,0.84,-24.42,4.48,1.72,232.48
0.32,47.64,41.34,2.93,-24.42,4.48,5.74,117.56
0.3,45.31,41.34,2.93,-24.42,4.48,8.02,266.78
0.26,45.31,41.34,1.4,-24.42,4.48,8.02,117.56
0.31,47.64,42.69,2.93,-24.42,4.48,8.02,117.56
0.3,45.31,41.34,2.93,-24.42,4.48,8.02,234.18
0.29,45.31,41.34,2.93,-24.42,4.48,8.02,290.86
0.25,47.64,41.34,0.48,-24.42,4.48,1.72,232.48
0.31,45.31,41.34,2.93,-24.42,4.48,8.02,136.95
0.25,47.64,41.34,2.93,-7.71,4.48,1.72,117.56
0.31,57.46,41.34,2.93,-24.42,4.48,8.02,117.56
0.33,47.64,41.34,2.93,-24.42,4.48,3.08,117.56
0.29,47.64,41.34,2.93,-24.42,2.43,1.72,232.48
0.3,45.31,48.59,2.93,-24.42,4.48,8.02,117.56
0.29,45.31,41.34,2.61,-24.42,4.48,8.02,232.48
0.31,45.31,41.34,2.93,-24.42,4.48,8.02,128.98
0.27,47.64,41.34,2.04,-24.42,4.48,8.02,232.48
0.31,47.64,41.34,2.93,-24.42,4.48,8.02,164.48
0.31,45.31,41.62,2.93,-24.42,4.48,1.72,232.48
0.25,47.64,41.34,1.11,-24.42,4.48,1.72,232.48
0.33,47.64,41.34,2.93,-24.42,4.92,1.72,117.56
0.3,47.64,41.34,2.93,-24.42,4.88,8.02,232.48
0.33,47.64,41.34,2.93,-24.42,4.48,2.6,117.56
0.31,47.64,41.34,2.93,-24.42,2.44,1.72,117.56
0.31,45.31,41.34,2.93,-24.42,4.48,8.02,162.25
0.33,45.31,44.3,2.93,-24.42,4.48,1.72,117.56
0.25,47.64,41.34,2.93,-3.72,4.48,1.72,117.56
0.29,45.31,41.34,2.93,-24.42,2.78,8.02,232.48
0.31,43.3,41.34,2.93,-24.42,4.48,1.72,232.48
0.34,45.31,41.34,2.93,-24.42,4.15,1.72,117.56
0.29,45.31,41.34,2.93,-24.42,2.1,8.02,117.56
0.31,47.64,41.34,2.93,-20.88,4.48,1.72,117.56
0.28,55.99,41.34,1.21,-24.42,4.15,1.72,117.56
0.31,45.31,41.34,2.93,-22.64,4.15,1.72,117.56
0.26,55.99,41.34,2.93,-13.96,4.48,1.72,117.56
0.33,55.99,41.34,2.93,-24.42,4.48,1.72,164.88
0.33,45.31,41.34,2.93,-24.42,4.48,4.37,117.56
0.33,45.48,41.34,2.93,-24.42,4.15,1.72,117.56
0.33,45.31,41.34,2.98,-24.42,4.15,1.72,117.56
0.33,55.48,41.34,2.93,-24.42,4.15,1.72,117.56
0.31,55.99,41.34,2.93,-24.42,4.48,1.72,253.37
0.33,45.31,50.97,2.93,-24.42,4.15,1.72,117.56
0.32,45.31,41.34,2.93,-24.42,4.48,1.72,195.61
0.33,50.74,41.34,2.93,-24.42,4.15,1.72,117.56
0.32,55.99,41.34,2.93,-24.42,4.48,1.72,233.03
0.25,55.99,41.34,2.93,-13.62,4.15,1.72,117.56
0.33,47.06,41.34,2.93,-24.42,4.48,1.72,117.56
0.32,45.31,41.34,2.93,-24.42,4.48,8.42,117.56
0.31,55.99,41.34,2.93,-24.42,4.15,7.71,117.56
0.31,55.99,41.34,2.1,-24.42,4.15,1.72,117.56
0.27,45.31,41.34,2.93,-17.53,4.48,1.72,117.56
0.33,45.31,59.53,2.93,-24.42,4.48,1.72,117.56
0.33,45.31,41.34,2.93,-24.42,4.48,1.72,157.84
0.25,45.31,41.34,2.93,-11.69,4.48,1.72,117.56
0.31,55.99,41.34,1.95,-24.42,4.48,1.72,117.56
0.34,41.13,41.34,2.93,-24.42,4.48,1.72,117.56
0.34,54.23,41.34,2.93,-24.42,4.48,1.72,117.56
0.34,49.49,41.34,2.93,-24.42,4.48,1.72,117.56
0.32,55.99,59.28,2.93,-24.42,4.48,1.72,117.56
0.31,45.31,41.34,2.08,-24.42,4.15,1.72,117.56
0.31,45.31,41.34,2.93,-24.42,4.15,9.11,117.56
0.25,55.99,41.34,2.93,-9.44,4.15,1.72,117.56
0.32,55.99,41.34,2.93,-24.42,2.89,1.72,117.56
0.26,45.31,41.34,0.22,-24.42,4.48,1.72,117.56
0.33,55.99,45.84,2.93,-24.42,4.15,1.72,117.56
0.32,45.31,41.34,2.93,-24.42,4.15,6.31,117.56
0.32,55.99,41.34,2.93,-24.42,4.48,1.72,187.24
0.33,59.6,41.34,2.93,-24.42,4.15,1.72,117.56
0.31,55.99,41.34,2.0,-24.42,4.48,1.72,117.56
0.32,55.99,41.34,2.93,-24.42,4.15,1.72,219.27
0.25,45.31,41.34,2.93,-6.62,4.48,1.72,117.56
0.33,50.87,41.34,2.93,-24.42,4.15,1.72,117.56
0.3,55.99,41.34,2.93,-24.42,4.48,1.72,278.71
0.34,55.99,41.34,2.93,-24.42,4.83,1.72,117.56
0.3,45.31,41.34,1.67,-24.42,4.15,1.72,117.56
0.34,53.38,41.34,2.93,-24.42,4.15,1.72,117.56
0.33,45.31,41.34,2.82,-24.42,4.15,1.72,117.56
0.32,45.31,53.7,2.93,-24.42,4.15,1.72,117.56
0.34,55.99,41.34,2.93,-24.42,3.95,1.72,117.56
0.33,55.99,47.96,2.93,-24.42,4.15,1.72,117.56
0.32,45.31,41.34,2.93,-24.42,3.21,1.72,117.56
0.33,45.31,41.66,2.93,-24.42,4.15,1.72,117.56
0.32,45.31,41.34,2.93,-22.51,4.48,1.72,117.56
0.31,45.31,41.34,2.93,-24.42,4.48,8.46,117.56
0.32,55.99,41.34,2.93,-24.42,4.15,7.57,117.56
0.28,45.31,41.34,2.93,-17.01,4.48,1.72,117.56
0.28,45.31,41.34,2.93,-17.64,4.48,1.72,117.56
0.27,55.99,41.34,2.93,-15.99,4.48,1.72,117.56
0.32,45.31,41.34,2.93,-24.42,4.15,7.06,117.56
0.28,45.31,41.34,1.04,-24.42,4.48,1.72,117.56
0.34,43.21,41.34,2.93,-24.42,4.48,1.72,117.56
0.33,55.99,50.85,2.93,-24.42,4.48,1.72,117.56
0.27,43.21,41.34,0.84,-24.42,4.48,1.72,117.56
0.34,55.99,41.34,2.93,-24.71,4.48,1.72,117.56
0.25,43.21,41.34,2.93,-0.33,3.95,1.72,117.56
0.24,55.99,41.34,2.93,-10.24,4.48,1.72,117.56
0.33,52.8,41.34,2.93,-24.42,4.48,1.72,117.56
0.33,55.99,56.05,2.93,-24.42,4.48,1.72,117.56
0.29,55.99,41.34,2.93,-19.8,4.48,1.72,117.56
0.33,55.99,45.29,2.93,-24.42,4.48,1.72,117.56
0.32,55.99,41.34,2.93,-24.42,3.13,1.72,117.56
0.33,44.95,41.34,2.93,-24.42,3.95,1.72,117.56
0.31,43.21,41.34,2.05,-24.42,3.95,1.72,117.56
0.32,43.21,41.34,2.93,-24.42,3.95,5.86,117.56
0.31,43.21,41.34,2.93,-24.42,3.95,7.33,117.56
0.33,55.99,57.11,2.93,-24.42,4.48,1.72,117.56
0.28,43.21,41.34,1.04,-24.42,4.48,1.72,117.56
0.28,55.99,41.34,0.91,-24.42,4.48,1.72,117.56
0.33,43.21,49.48,2.93,-24.42,4.48,1.72,117.56
0.34,43.21,41.34,2.93,-24.42,4.48,2.08,117.56
0.26,43.21,41.34,0.6,-24.42,3.95,1.72,117.56
0.27,43.21,41.34,0.61,-24.42,3.95,1.72,117.56
0.32,43.21,41.34,2.93,-24.42,4.48,1.72,199.45
0.32,55.99,41.34,2.93,-24.42,4.48,5.3,117.56
0.26,55.99,41.34,0.43,-24.42,3.95,1.72,117.56
0.26,55.99,41.34,2.93,-16.2,4.48,1.72,117.56
0.32,43.21,49.35,2.93,-24.42,3.95,1.72,117.56
0.29,43.21,41.34,1.23,-24.42,4.48,1.72,117.56
0.32,43.21,41.34,2.27,-24.42,3.95,1.72,117.56
0.33,46.26,41.34,2.93,-24.42,4.48,1.72,117.56
0.33,46.22,41.34,2.93,-24.42,3.95,1.72,117.56
0.34,56.35,41.34,2.93,-24.42,3.95,1.72,117.56
0.29,55.99,41.34,2.93,-19.0,3.95,1.72,117.56
0.32,43.21,41.34,2.93,-24.42,4.48,4.33,117.56
0.3,55.99,41.34,2.04,-24.42,3.95,1.72,117.56
0.34,42.65,41.34,2.93,-24.42,3.95,1.72,117.56
0.33,43.21,41.34,2.93,-24.42,4.48,1.72,143.11
0.3,55.99,41.34,2.93,-24.42,3.95,1.72,291.9
0.33,48.54,41.34,2.93,-24.42,3.95,1.72,117.56
0.33,48.95,41.34,2.93,-24.42,3.95,1.72,117.56
0.32,55.99,41.34,2.16,-24.42,4.48,1.72,117.56
0.25,43.21,41.34,0.23,-24.42,3.95,1.72,117.56
0.3,55.99,41.34,1.7,-24.42,4.48,1.72,117.56
0.25,43.21,41.34,2.93,-5.01,3.95,1.72,117.56
0.34,55.7,41.34,2.93,-24.42,4.48,1.72,117.56
0.34,55.99,41.34,2.93,-24.42,4.48,1.03,117.56
0.34,43.21,41.34,2.93,-24.42,4.61,1.72,117.56
0.32,55.99,41.34,2.93,-24.42,4.48,9.18,117.56
0.32,43.21,57.94,2.93,-24.42,4.48,1.72,117.56
0.33,43.21,41.34,2.93,-24.42,3.2,1.72,117.56
0.3,43.21,41.34,2.93,-24.42,4.48,1.72,286.82
0.31,55.99,41.34,2.93,-24.42,3.95,1.72,277.67
0.32,55.99,56.55,2.93,-24.42,3.95,1.72,117.56
0.31,55.99,41.34,2.93,-24.42,4.48,8.59,117.56
0.3,43.21,41.34,2.93,-24.42,2.33,1.72,117.56
0.29,55.99,41.34,2.93,-24.42,1.89,1.72,117.56
0.33,43.21,41.34,2.93,-24.42,4.48,2.8,117.56
0.31,55.99,41.34,2.93,-24.42,4.48,5.39,117.56
0.29,55.99,41.34,1.5,-24.42,3.95,1.72,117.56
0.32,55.99,41.34,2.93,-24.42,4.48,1.72,218.91
0.31,55.99,41.34,1.64,-24.42,4.48,1.03,117.56
0.34,43.21,41.34,2.88,-24.42,4.48,1.03,117.56
0.34,44.57,41.34,2.93,-24.42,4.61,1.72,117.56
0.29,55.99,41.34,2.93,-18.33,4.61,1.03,117.56
0.3,55.99,41.34,2.93,-24.42,1.94,1.03,117.56
0.32,43.21,41.34,2.93,-24.42,4.61,1.03,262.18
0.34,51.46,41.34,2.93,-24.42,4.61,1.03,117.56
0.33,43.21,58.91,2.93,-24.42,4.61,1.03,117.56
0.26,55.99,41.34,2.93,-24.42,1.34,1.72,117.56
0.32,43.21,41.34,2.93,-24.42,4.48,1.72,220.13
0.34,41.6,41.34,2.93,-24.42,4.61,1.72,117.56
0.33,55.99,43.46,2.93,-24.42,4.48,1.72,117.56
0.31,43.21,41.34,2.93,-24.42,4.61,1.72,253.01
0.34,43.21,42.57,2.93,-24.42,4.48,1.03,117.56
0.31,55.99,41.34,2.93,-24.42,4.48,7.53,117.56
0.25,55.99,41.34,2.93,-9.58,4.48,1.72,117.56
0.32,55.99,41.34,2.43,-24.42,4.48,1.72,117.56
0.32,55.99,41.34,2.93,-24.42,4.48,4.28,117.56
0.31,55.99,41.34,2.93,-24.42,4.61,1.72,228.05
0.32,43.21,41.34,2.16,-24.42,4.61,1.03,117.56
0.34,55.99,41.34,2.93,-24.42,4.74,1.72,117.56
0.33,43.21,41.34,2.93,-24.42,3.73,1.72,117.56
0.26,43.21,41.34,2.93,-15.23,4.61,1.03,117.56
0.33,43.21,43.94,2.93,-24.42,4.61,1.72,117.56
0.31,43.21,41.34,2.93,-24.42,4.61,9.01,117.56
0.34,55.72,41.34,2.93,-24.42,4.48,1.72,117.56
0.33,43.21,41.34,2.93,-24.42,4.48,4.8,117.56
0.31,43.21,41.34,2.93,-24.42,2.7,1.72,117.56
0.34,43.21,46.11,2.93,-24.42,4.61,1.03,117.56
0.34,55.99,41.34,2.93,-24.42,4.61,1.72,113.85
0.27,55.99,41.34,0.28,-24.42,4.61,1.72,117.56
0.32,43.21,41.34,2.93,-24.42,4.61,5.59,117.56
0.32,43.21,54.81,2.93,-24.42,4.61,1.72,117.56
0.33,55.99,41.34,2.93,-24.42,4.32,1.72,117.56
0.34,43.21,51.68,2.93,-24.42,4.61,1.03,117.56
0.32,43.21,41.34,2.93,-24.42,4.61,6.66,117.56
0.29,43.21,41.34,2.93,-24.42,1.7,1.03,117.56
0.31,55.99,41.34,2.93,-24.42,4.48,1.72,193.19
0.27,43.21,41.34,0.28,-24.42,4.61,1.03,117.56
0.31,55.99,41.34,2.93,-24.42,4.61,1.72,238.99
0.34,55.99,41.34,2.93,-23.49,4.61,1.03,117.56
0.33,50.31,41.34,2.93,-24.42,4.61,1.72,117.56
0.29,43.21,41.34,1.08,-24.42,4.48,1.03,117.56
0.33,43.21,41.34,2.93,-24.42,4.61,1.72,144.29
0.33,55.99,47.83,2.93,-24.42,4.48,1.72,117.56
0.31,55.99,41.34,2.93,-24.42,2.82,1.72,117.56
0.33,43.21,57.32,2.93,-24.42,4.61,1.03,117.56
0.33,55.99,54.8,2.93,-24.42,4.48,1.03,117.56
0.27,55.99,41.34,2.93,-24.42,1.26,1.03,117.56
0.34,55.99,51.1,2.93,-24.42,4.61,1.03,117.56
0.3,43.21,41.34,2.93,-24.42,2.04,1.03,117.56
0.34,40.44,41.34,2.93,-24.42,4.61,1.72,117.56
0.32,55.99,41.34,2.93,-24.42,4.61,1.72,196.26
0.32,55.99,41.34,2.93,-22.52,4.61,1.03,117.56
0.33,43.21,41.34,2.93,-24.42,4.61,1.72,180.14
0.33,43.21,55.51,2.93,-24.42,4.61,1.72,117.56
0.32,55.99,41.34,2.93,-24.42,4.61,6.19,117.56
0.25,55.99,41.34,2.93,-3.8,4.48,1.72,117.56
0.32,55.99,41.34,2.93,-24.42,4.48,6.77,117.56
0.33,40.44,54.29,2.93,-24.42,4.61,1.03,117.56
0.33,55.99,51.1,2.93,-23.41,4.61,1.03,117.56
0.34,40.44,41.34,2.93,-23.6,4.61,1.03,117.56
0.33,55.99,41.34,2.93,-24.42,4.61,3.82,117.56
0.32,40.44,51.1,2.93,-24.42,4.61,3.17,117.56
0.31,55.99,41.34,2.93,-24.42,4.61,8.75,117.56
0.31,55.99,51.1,2.93,-24.42,3.24,1.72,117.56
0.35,55.99,41.34,2.93,-24.42,4.61,1.03,103.71
