score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.24,40.63,54.04,1.63,-18.74,1.19,9.06,171.19
0.21,52.78,59.8,0.81,-15.42,2.64,6.11,188.0
0.25,59.26,47.1,2.07,-18.64,3.56,7.49,121.05
0.23,50.52,56.85,1.44,-23.34,1.71,6.3,222.43
0.24,55.26,46.63,1.85,-1.6,2.64,6.98,262.12
0.25,55.33,43.87,2.35,-6.12,3.88,4.52,149.83
0.27,56.65,40.15,2.56,-23.99,2.21,9.94,265.86
0.23,41.14,45.57,0.48,-24.57,4.59,3.93,272.39
0.25,41.05,59.17,2.16,-11.84,2.84,1.87,217.2
0.24,47.79,46.99,1.94,-2.06,3.52,9.72,281.75
0.24,41.16,58.73,1.26,-19.7,2.08,2.08,198.64
0.22,49.04,41.47,1.04,-7.0,4.13,9.92,201.33
0.23,43.36,50.91,0.92,-21.19,4.07,8.64,108.28
0.11,59.48,53.91,0.14,-4.43,4.18,6.34,188.97
0.26,42.0,45.13,1.43,-21.38,3.58,1.45,164.23
0.27,43.78,50.47,2.91,-14.86,1.58,2.7,230.36
0.18,54.82,56.0,0.52,-2.89,4.27,6.65,235.73
0.23,52.34,57.07,1.63,-17.16,2.88,5.33,124.35
0.24,43.87,40.46,1.25,-15.19,4.7,9.9,179.41
0.27,53.1,58.59,2.9,-6.6,3.03,7.65,202.98
0.26,54.66,47.64,2.33,-3.27,3.58,9.77,111.56
0.26,42.47,49.62,2.38,-1.7,1.56,8.29,255.7
0.21,50.96,59.35,0.74,-14.45,4.42,1.24,267.77
0.27,49.67,59.82,2.6,-3.88,3.37,1.8,108.68
0.25,48.6,43.02,1.7,-9.73,1.57,2.72,185.99
0.26,45.74,47.62,1.87,-23.08,2.42,6.91,206.5
0.24,42.49,55.55,0.85,-21.62,4.84,3.52,272.58
0.26,56.64,45.94,2.08,-16.41,4.29,6.49,110.62
0.14,53.42,55.93,0.18,-8.74,2.14,3.25,146.13
0.22,49.82,57.15,1.23,-5.31,3.54,8.68,124.94
0.28,50.48,58.59,2.9,-3.88,3.37,1.8,202.98
0.22,49.67,58.59,1.29,-6.6,3.03,7.65,108.68
0.27,49.67,58.59,2.6,-6.6,3.37,1.8,129.78
0.25,53.1,58.59,2.24,-3.88,3.37,1.8,202.98
0.28,53.1,41.09,2.9,-6.6,3.03,7.65,108.68
0.23,49.67,58.59,1.45,-3.88,3.03,1.8,108.68
0.27,49.67,55.54,2.9,-6.6,3.37,1.8,108.68
0.26,49.67,59.82,2.6,-6.6,3.37,5.26,108.68
0.25,49.67,58.59,2.12,-3.88,3.03,7.65,108.68
0.26,49.67,49.05,2.6,-6.6,3.37,7.65,108.68
0.27,53.1,42.92,2.9,-6.6,3.37,7.65,202.98
0.28,53.1,40.93,2.9,-3.88,3.03,7.65,108.68
0.2,53.1,58.59,0.82,-6.6,3.37,7.65,202.98
0.27,53.1,59.82,2.6,-3.88,1.84,1.8,202.98
0.26,53.1,59.82,2.6,-5.23,3.03,1.8,108.68
0.26,53.1,59.82,2.6,-6.6,3.03,7.65,246.4
0.26,49.67,58.59,2.6,-3.88,3.03,5.81,108.68
0.27,53.1,59.82,2.6,-3.88,3.37,1.76,202.98
0.26,49.67,42.22,2.6,-3.88,3.03,7.65,202.98
0.26,49.67,59.82,2.9,-6.6,3.37,1.8,202.27
0.21,53.1,59.82,1.13,-3.88,3.37,1.8,202.98
0.27,53.1,58.59,2.9,-6.6,3.37,1.8,230.72
0.26,49.67,59.82,2.6,-6.6,2.57,7.65,108.68
0.26,49.67,58.59,2.6,-3.88,3.03,7.65,158.19
0.26,53.1,59.82,2.6,-6.6,4.67,7.65,108.68
0.27,53.1,59.82,2.9,-6.6,3.37,7.9,202.98
0.27,48.9,59.82,2.9,-3.88,3.37,1.8,202.98
0.27,53.1,58.59,2.9,-17.2,3.03,1.8,108.68
0.26,53.1,59.82,2.6,-6.6,2.47,7.65,108.68
0.23,53.1,59.82,1.78,-6.6,3.03,7.65,202.98
0.28,49.67,58.59,2.95,-6.6,3.03,1.8,108.68
0.26,43.27,58.59,2.6,-3.88,3.03,1.8,108.68
0.27,53.1,58.59,2.9,-3.88,3.37,3.88,202.98
0.27,53.1,59.82,2.9,-10.53,3.03,7.65,202.98
0.27,47.16,58.59,2.9,-6.6,3.03,7.65,108.68
0.26,53.1,58.59,2.6,-3.88,3.37,1.8,224.87
0.26,49.67,58.59,2.6,-3.88,3.37,9.39,202.98
0.26,49.67,58.59,2.6,-6.6,3.03,1.8,197.05
0.26,49.67,58.59,2.6,-6.6,3.37,7.65,101.93
0.24,53.1,58.59,1.97,-6.6,3.03,1.8,108.68
0.28,53.1,58.55,2.9,-6.6,3.37,1.8,202.98
0.28,49.67,59.92,2.9,-6.6,3.03,1.8,202.98
0.26,49.67,59.82,2.5,-6.6,3.03,1.8,202.98
0.26,49.67,59.82,2.6,-3.88,2.59,7.65,108.68
0.27,53.1,59.96,2.9,-6.6,3.03,7.65,108.68
0.27,53.1,58.59,2.9,-3.88,3.37,8.98,108.68
0.27,49.67,46.85,2.9,-6.6,3.37,1.8,202.98
0.26,51.88,58.59,2.6,-3.88,3.03,7.65,108.68
0.28,49.67,41.74,2.9,-3.88,3.37,1.8,202.98
0.27,53.1,58.59,2.6,-3.88,3.03,3.47,108.68
0.26,49.67,59.82,2.6,-14.72,3.03,7.65,108.68
0.26,49.67,58.59,2.6,-19.93,3.03,7.65,108.68
0.27,49.67,59.82,2.9,-8.69,3.03,7.65,202.98
0.26,45.69,58.59,2.6,-6.6,3.37,7.65,202.98
0.28,53.1,59.82,2.9,-3.88,3.37,4.87,108.68
0.27,41.27,59.82,2.9,-6.6,3.03,7.65,108.68
0.26,49.67,58.59,2.6,-6.6,3.03,7.65,114.73
0.26,49.67,59.82,2.6,-3.88,3.03,7.65,146.68
0.27,54.41,59.82,2.9,-3.88,3.37,1.8,108.68
0.27,53.1,57.58,2.9,-3.88,3.37,4.87,108.68
0.27,49.67,46.96,2.9,-3.88,3.37,1.8,108.68
0.27,49.67,41.74,2.9,-3.88,3.37,7.4,202.98
0.27,53.1,59.82,2.9,-3.88,3.37,2.4,202.98
0.28,49.67,41.74,2.9,-3.88,3.37,4.87,272.45
0.28,49.67,41.74,2.9,-3.88,3.37,1.8,295.89
0.28,53.1,41.74,2.9,-3.88,3.37,1.8,138.28
0.27,53.1,59.82,2.9,-3.88,3.37,6.7,202.98
0.27,53.1,41.74,2.9,-3.8,3.37,4.87,202.98
0.27,53.1,41.74,2.9,-3.88,3.37,1.8,180.26
0.24,49.67,59.82,1.62,-3.88,3.37,4.87,202.98
0.28,53.1,59.82,2.9,-3.88,3.37,1.8,106.25
0.27,53.1,59.82,2.9,-3.88,1.36,4.87,202.98
0.28,58.83,41.74,2.9,-3.88,3.37,1.8,108.68
0.27,53.1,59.82,2.9,-3.88,3.37,1.8,274.58
0.26,49.67,59.82,2.9,-18.52,3.37,4.87,202.98
0.27,53.1,41.74,2.9,-16.3,3.37,1.8,108.68
0.27,49.67,42.01,2.9,-3.88,3.37,4.87,108.68
0.28,53.1,41.74,2.9,-3.88,3.37,4.93,202.98
0.27,49.67,59.82,2.9,-3.88,2.7,4.87,108.68
0.27,53.1,44.54,2.9,-3.88,3.37,4.87,108.68
0.28,53.1,59.82,2.9,-3.88,4.76,1.8,202.98
0.28,49.67,59.82,2.9,-3.88,3.37,1.8,293.93
0.27,53.1,48.88,2.9,-3.88,3.37,1.8,202.98
0.18,53.1,41.74,0.45,-3.88,3.37,4.87,202.98
0.28,52.06,41.74,2.9,-3.88,3.37,4.87,108.68
0.27,49.67,41.74,2.9,-3.55,3.37,1.8,202.98
0.27,53.1,41.74,2.9,-3.88,3.37,9.84,202.98
0.27,44.02,41.74,2.9,-3.88,3.37,4.87,202.98
0.28,49.67,41.74,2.9,-3.88,4.0,1.8,202.98
0.27,53.1,41.74,2.9,-3.88,3.37,1.8,193.85
0.27,49.67,56.35,2.9,-3.88,3.37,1.8,202.98
0.27,53.1,59.82,2.9,-3.88,3.37,4.58,108.68
0.29,53.1,41.74,2.9,-22.63,3.37,4.87,202.98
0.27,49.67,59.82,2.9,-3.88,3.37,4.87,277.47
0.28,49.67,41.74,2.9,-8.45,3.37,1.8,108.68
0.28,56.95,41.74,2.9,-3.88,3.37,1.8,108.68
0.27,53.1,41.74,2.9,-3.88,3.37,8.05,108.68
0.27,49.67,59.82,2.9,-3.88,4.74,4.87,202.98
0.27,53.1,41.74,2.9,-6.56,3.37,1.8,108.68
0.26,49.67,41.74,2.46,-3.88,3.37,1.8,202.98
0.28,53.1,41.74,2.9,-3.88,3.37,8.2,108.68
0.27,43.92,59.82,2.9,-3.88,3.37,4.87,108.68
0.19,49.67,41.74,0.6,-3.88,3.37,4.87,202.98
0.23,49.67,41.74,1.16,-3.88,3.37,4.87,108.68
0.3,53.1,41.74,2.9,-23.79,3.37,4.87,108.68
0.27,53.1,50.73,2.9,-3.88,3.37,4.87,108.68
0.27,49.67,41.74,2.9,-3.88,3.37,4.87,282.98
0.28,53.1,59.82,2.74,-3.88,3.37,4.87,108.68
0.27,53.1,59.82,2.9,-3.88,3.37,2.27,202.98
0.28,49.67,41.74,2.9,-3.88,3.37,4.87,190.89
0.27,55.5,59.82,2.9,-3.88,3.37,4.87,108.68
0.27,49.67,41.74,2.82,-3.88,3.37,1.8,202.98
0.26,49.67,41.74,2.9,-3.88,3.37,4.87,104.16
0.28,53.1,59.82,2.9,-3.88,3.37,4.87,263.77
0.27,53.1,41.74,2.9,-3.88,3.37,3.73,202.98
0.27,49.67,41.74,2.86,-3.88,3.37,4.87,108.68
0.23,49.67,41.74,1.3,-3.88,3.37,4.87,108.68
0.27,53.1,59.82,2.9,-3.88,3.37,4.87,182.15
0.29,53.1,41.74,2.9,-23.79,3.37,4.87,251.33
0.3,53.1,41.74,2.9,-23.79,3.37,4.87,110.82
0.3,53.1,41.74,2.9,-23.79,3.37,4.87,163.64
0.29,58.62,41.74,2.9,-22.63,3.37,4.87,108.68
0.24,53.1,41.74,0.53,-23.79,3.37,4.87,202.98
0.29,53.1,41.74,2.9,-23.79,3.37,3.3,202.98
0.27,53.1,41.74,2.9,-11.65,3.37,4.87,108.68
0.28,53.1,41.74,2.9,-23.79,1.59,4.87,202.98
0.3,53.1,41.74,2.9,-23.79,3.37,4.87,146.87
0.29,53.1,41.74,2.9,-22.63,2.15,4.87,202.98
0.28,53.1,41.74,2.9,-22.63,1.3,4.87,108.68
0.3,49.47,41.74,2.9,-22.63,3.37,4.87,202.98
0.29,43.57,41.74,2.9,-23.79,3.37,4.87,108.68
0.28,53.1,41.74,2.9,-20.52,3.37,4.87,202.98
0.26,53.1,41.74,1.75,-22.63,3.37,4.87,202.98
0.28,48.61,41.74,2.9,-23.79,3.37,4.87,202.98
0.22,53.1,41.74,0.41,-22.63,3.37,4.87,108.68
0.27,53.1,41.74,2.9,-1.28,3.37,4.87,108.68
0.28,53.1,41.74,2.9,-22.63,3.37,4.87,253.66
0.29,53.1,41.74,2.9,-22.63,3.37,4.87,260.0
0.29,53.1,51.22,2.9,-23.79,3.37,4.87,108.68
0.28,53.1,41.74,2.9,-17.31,3.37,4.87,202.98
0.3,53.1,40.58,2.9,-22.63,3.37,4.87,202.98
0.28,53.1,41.74,2.9,-22.63,3.37,8.67,108.68
0.28,53.1,49.18,2.9,-22.63,3.37,4.87,202.98
0.25,53.1,41.74,1.42,-23.79,3.37,4.87,202.98
0.28,53.1,41.74,2.74,-23.79,3.37,4.87,202.98
0.29,53.1,41.74,2.9,-23.79,3.37,4.87,162.53
0.27,53.1,41.74,2.9,-6.24,3.37,4.87,202.98
0.28,53.1,41.74,2.9,-22.63,3.37,9.33,202.98
0.3,46.94,41.74,2.9,-23.79,3.37,4.87,108.68
0.29,50.27,41.74,2.9,-23.79,3.37,4.87,202.98
0.3,53.1,41.74,2.9,-22.63,3.37,1.88,108.68
0.29,53.1,41.74,2.9,-22.24,3.37,4.87,108.68
0.28,53.1,41.74,2.9,-4.44,3.37,4.87,202.98
0.29,53.1,49.68,2.9,-23.79,3.37,4.87,108.68
0.27,53.1,41.74,2.9,-8.93,3.37,4.87,202.98
0.29,53.1,41.74,2.9,-22.63,3.37,8.59,202.98
0.27,53.1,41.74,2.9,-22.63,1.25,4.87,202.98
0.29,40.73,41.74,2.9,-23.79,3.37,4.87,202.98
0.28,53.1,41.74,2.9,-10.67,3.37,4.87,202.98
0.27,53.1,41.74,2.9,-22.63,2.57,4.87,202.98
0.29,53.1,41.74,2.9,-23.79,3.37,1.78,202.98
0.29,53.1,41.74,2.9,-23.79,3.37,7.32,202.98
0.29,53.1,41.74,2.9,-22.63,3.37,4.87,238.55
0.27,53.1,41.74,2.9,-15.29,3.37,4.87,108.68
0.29,53.1,41.74,2.9,-21.43,3.37,4.87,202.98
0.28,53.1,41.74,2.9,-11.85,3.37,4.87,202.98
0.3,53.1,41.74,2.9,-23.79,3.37,4.87,135.45
0.29,53.1,41.81,2.9,-22.63,3.37,4.87,108.68
0.29,53.1,45.08,2.9,-22.63,3.37,4.87,202.98
0.24,53.1,41.74,1.09,-22.63,3.37,4.87,202.98
0.29,53.1,41.74,2.9,-22.63,3.37,4.87,184.84
0.27,53.1,56.28,2.9,-22.63,3.37,4.87,202.98
0.29,55.2,41.74,2.9,-22.63,3.37,4.87,202.98
0.3,53.1,41.74,2.9,-23.79,3.33,4.87,108.68
0.29,53.1,41.74,2.9,-23.79,3.37,4.87,212.98
0.27,53.1,41.74,2.9,-13.1,3.37,4.87,108.68
0.24,53.1,41.74,0.55,-22.63,3.37,4.87,108.68
0.29,53.1,41.74,2.9,-23.79,2.67,4.87,108.68
0.3,53.1,41.74,2.9,-23.79,3.37,1.13,135.45
0.29,53.1,44.53,2.9,-23.79,3.37,4.87,108.68
0.27,53.1,41.74,2.9,-2.76,3.37,4.87,135.45
0.3,53.1,41.74,2.9,-23.79,3.33,1.01,135.45
0.29,53.1,41.74,2.9,-23.79,2.97,4.87,108.68
0.27,53.1,41.74,1.69,-23.79,3.33,4.87,108.68
0.3,53.03,41.74,2.9,-23.79,3.33,4.87,108.68
0.29,53.1,41.74,2.9,-23.79,3.44,4.87,108.68
0.27,53.1,41.74,2.0,-23.79,3.37,4.87,135.45
0.28,53.1,41.74,2.9,-21.86,3.37,4.87,135.45
0.23,53.1,41.74,0.54,-23.79,3.37,4.87,108.68
0.3,45.77,41.74,2.9,-23.79,3.37,4.87,135.45
0.28,53.1,41.74,2.9,-23.79,3.37,4.87,277.03
0.29,53.1,54.8,2.9,-23.79,3.33,4.87,108.68
0.29,53.1,41.74,2.9,-23.79,3.37,4.87,162.36
0.27,53.1,41.74,2.9,-13.88,3.33,4.87,135.45
0.3,53.1,41.74,2.9,-23.79,3.57,4.87,135.45
0.29,53.1,41.74,2.9,-23.79,3.37,8.66,135.45
0.28,53.1,41.74,2.9,-7.93,3.33,4.87,108.68
0.3,53.1,48.84,2.9,-23.79,3.33,4.87,108.68
0.3,44.5,41.74,2.9,-23.79,3.33,4.87,135.45
0.29,53.1,42.93,2.9,-23.79,3.37,4.87,108.68
0.29,53.1,41.74,2.9,-23.79,4.32,4.87,135.45
0.3,52.96,41.74,2.9,-23.79,3.37,4.87,135.45
0.26,53.1,41.74,1.69,-23.79,3.37,4.87,135.45
0.29,53.1,41.74,2.9,-23.79,4.6,4.87,135.45
0.29,42.98,41.74,2.9,-23.79,3.33,4.87,135.45
0.27,53.1,41.74,2.9,-9.1,3.33,4.87,135.45
0.29,48.88,41.74,2.9,-23.79,3.37,4.87,108.68
0.28,53.1,41.74,2.9,-9.65,3.37,4.87,135.45
0.29,53.1,41.74,2.9,-23.79,2.43,4.87,108.68
0.29,53.1,41.74,2.9,-23.79,3.37,7.3,135.45
0.25,53.1,41.74,1.46,-23.79,3.33,4.87,108.68
0.29,53.1,41.74,2.36,-23.79,3.37,4.87,108.68
0.29,53.1,41.74,2.9,-23.79,3.37,9.0,135.45
0.29,53.1,41.74,2.9,-23.79,3.33,4.87,185.61
0.29,53.1,41.74,2.9,-23.79,3.37,9.11,135.45
0.25,53.1,41.74,0.9,-23.79,3.37,4.87,135.45
0.3,53.1,41.74,2.9,-23.79,3.37,6.23,135.45
0.29,53.1,49.73,2.9,-23.79,3.33,4.87,135.45
0.29,53.1,41.74,2.9,-23.79,3.33,2.08,108.68
0.28,53.1,41.74,2.69,-23.79,3.37,4.87,135.45
0.26,53.1,41.74,1.61,-23.79,3.33,4.87,135.45
0.27,53.1,41.74,2.9,-14.29,3.33,4.87,135.45
0.28,53.1,41.74,2.9,-23.79,1.63,4.87,108.68
0.3,53.1,41.74,2.9,-24.23,3.33,4.87,135.45
0.3,53.1,59.27,2.9,-23.79,3.37,4.87,135.45
0.3,46.68,41.74,2.9,-23.79,3.37,4.87,108.68
0.3,57.69,41.74,2.9,-23.79,3.33,4.87,108.68
0.3,41.3,41.74,2.9,-23.79,3.37,4.87,108.68
0.29,53.1,50.21,2.9,-23.79,3.37,4.87,135.45
0.27,53.1,41.74,2.9,-3.81,3.37,4.87,108.68
0.29,44.82,41.74,2.9,-23.79,3.37,4.87,135.45
0.26,53.1,41.74,1.73,-23.79,3.33,4.87,108.68
0.3,53.1,44.43,2.9,-23.79,3.37,4.87,108.68
0.26,53.1,41.74,1.84,-23.79,3.33,4.87,135.45
0.24,53.1,41.74,1.33,-23.79,3.33,4.87,108.68
0.27,53.1,41.74,2.9,-2.47,3.37,4.87,108.68
0.29,41.3,44.43,2.9,-23.79,3.37,8.03,108.68
0.29,41.3,48.38,2.9,-23.79,3.37,4.87,108.68
0.29,53.1,50.97,2.9,-23.79,3.37,4.87,108.68
0.29,53.1,41.65,2.9,-23.79,3.37,4.87,108.68
0.29,41.3,41.74,2.9,-23.79,4.96,4.87,108.68
0.29,53.1,44.43,2.9,-23.79,3.37,4.87,121.27
0.29,59.71,41.74,2.9,-23.79,3.37,4.87,108.68
0.28,41.3,41.74,2.9,-14.61,3.37,4.87,108.68
0.27,53.1,41.74,1.98,-23.79,3.37,4.87,108.68
0.27,53.1,41.74,2.9,-8.85,3.37,4.87,108.68
0.26,53.1,44.43,0.76,-23.79,3.37,4.87,108.68
0.29,41.3,41.74,2.9,-23.79,3.37,4.87,131.86
0.25,41.3,41.74,1.06,-23.79,3.37,4.87,108.68
0.29,41.3,44.43,2.9,-23.79,3.37,9.66,108.68
0.3,53.1,44.43,2.9,-23.79,4.69,4.87,108.68
0.29,53.1,41.74,2.9,-23.79,3.37,4.87,237.65
0.27,41.3,44.43,2.9,-21.0,3.37,4.87,108.68
0.27,41.3,41.74,2.9,-15.96,3.37,4.87,108.68
0.31,41.3,41.74,2.9,-23.79,3.37,4.87,201.05
0.28,53.1,44.43,2.21,-23.79,3.37,4.87,108.68
0.3,53.4,41.74,2.9,-23.79,3.37,4.87,108.68
0.29,53.1,49.79,2.9,-23.79,3.37,4.87,108.68
0.26,53.1,41.74,1.15,-23.79,3.37,4.87,108.68
0.29,53.1,44.43,2.9,-23.79,3.37,7.16,108.68
0.3,53.1,41.74,2.9,-23.79,3.37,9.39,108.68
0.3,41.3,45.69,2.9,-23.79,3.37,4.87,108.68
0.28,41.3,44.43,2.9,-13.36,3.37,4.87,108.68
0.24,41.3,41.74,0.63,-23.79,3.37,4.87,108.68
0.27,53.1,44.43,2.9,-10.07,3.37,4.87,108.68
0.3,53.1,41.74,2.9,-23.79,3.37,4.87,167.23
0.29,53.1,41.74,2.9,-23.79,3.37,4.87,228.97
0.29,41.3,44.43,2.9,-23.79,3.37,4.33,108.68
0.29,56.94,41.74,2.9,-23.79,3.37,4.87,108.68
0.3,51.0,44.43,2.9,-23.79,3.37,4.87,108.68
0.29,53.1,41.74,2.9,-23.79,3.37,4.87,244.18
0.29,41.3,44.43,2.9,-23.79,3.37,8.03,108.68
0.3,53.1,41.74,2.9,-23.79,4.7,4.87,108.68
0.29,41.3,41.74,2.9,-20.53,3.37,4.87,108.68
0.29,41.3,55.27,2.9,-23.79,3.37,4.87,108.68
0.28,41.3,44.43,2.9,-7.88,3.37,4.87,108.68
0.29,53.1,41.74,2.9,-23.79,3.37,4.87,234.35
0.3,56.72,41.74,2.9,-23.79,3.37,4.87,108.68
0.3,53.1,41.74,2.96,-23.79,3.37,4.87,108.68
0.29,41.3,44.43,2.9,-23.79,3.37,4.87,242.81
0.29,51.6,41.74,2.9,-23.79,3.37,4.87,108.68
0.28,41.3,41.74,2.9,-6.16,3.37,4.87,108.68
0.27,53.1,44.43,2.9,-7.24,3.37,4.87,108.68
0.28,41.3,44.43,2.9,-11.52,3.37,4.87,108.68
0.25,53.1,44.43,0.94,-23.79,3.37,4.87,108.68
0.3,53.1,54.13,2.9,-23.79,3.37,4.87,108.68
0.3,53.1,41.74,2.9,-23.79,3.37,4.87,153.25
0.28,41.3,44.43,2.02,-23.79,3.37,4.87,108.68
0.3,53.1,41.74,2.9,-23.79,4.59,4.87,108.68
0.28,53.1,44.43,2.9,-23.79,3.37,8.12,108.68
0.29,47.06,44.43,2.9,-23.79,3.37,4.87,108.68
0.29,41.3,44.43,2.9,-23.79,3.37,4.87,179.72
0.3,41.3,41.74,2.77,-23.79,3.37,4.87,108.68
0.28,41.3,44.43,2.51,-23.79,3.37,4.87,108.68
0.29,53.1,58.76,2.9,-23.79,3.37,4.87,108.68
0.28,41.3,54.91,2.77,-23.79,3.37,4.87,108.68
0.29,41.3,48.79,2.77,-23.79,3.37,4.87,201.05
0.23,41.3,41.74,0.64,-23.79,3.37,4.87,201.05
0.28,41.3,50.66,2.77,-23.79,3.37,4.87,201.05
0.29,46.64,41.74,2.77,-23.79,3.37,4.87,108.68
0.27,41.3,41.74,1.94,-23.79,3.37,4.87,201.05
0.29,41.3,41.74,2.77,-23.79,3.37,4.87,183.52
0.28,41.3,41.74,2.77,-23.79,1.03,4.87,201.05
0.25,41.3,41.74,1.14,-23.79,3.37,4.87,108.68
0.29,41.3,41.74,2.77,-23.79,3.37,8.53,201.05
0.22,41.3,41.74,0.41,-23.79,3.37,4.87,201.05
0.29,41.3,41.74,2.77,-23.79,3.37,4.87,145.1
0.29,41.3,41.74,2.77,-23.79,3.37,4.87,114.33
0.28,41.3,41.74,2.77,-23.79,3.37,7.02,201.05
0.29,41.3,41.74,2.77,-23.79,3.37,8.43,108.68
0.27,41.3,41.74,1.82,-23.79,3.37,4.87,201.05
0.29,41.3,41.74,2.77,-23.79,3.37,4.87,194.86
0.29,41.3,41.74,2.77,-23.79,3.37,5.74,201.05
0.29,41.3,51.57,2.9,-23.79,3.37,4.87,201.05
0.29,41.3,41.74,2.77,-23.79,4.68,4.87,108.68
0.27,41.3,41.74,2.77,-23.79,1.22,4.87,201.05
0.28,41.3,41.74,2.2,-23.79,3.37,4.87,108.68
0.3,41.3,41.74,2.9,-23.79,3.37,3.83,108.68
0.3,59.74,41.74,2.9,-23.79,3.37,4.87,201.05
0.28,41.3,41.74,2.9,-12.02,3.37,4.87,108.68
0.3,41.3,41.74,2.9,-23.79,3.37,9.75,108.68
0.28,41.3,41.74,2.9,-23.79,1.73,4.87,201.05
0.3,41.3,41.74,2.77,-23.79,3.37,4.87,145.53
0.28,41.3,41.74,2.9,-13.92,3.37,4.87,108.68
0.3,49.89,41.74,2.9,-23.79,3.37,4.87,108.68
0.21,41.3,41.74,0.14,-23.79,3.37,4.87,108.68
0.29,41.3,41.74,2.77,-23.79,3.25,4.87,108.68
0.29,41.3,41.74,2.77,-23.79,3.37,4.87,125.99
0.26,41.3,41.74,1.46,-23.79,3.37,4.87,201.05
0.22,41.3,41.74,0.34,-23.79,3.37,4.87,201.05
0.27,41.3,41.74,2.77,-17.43,3.37,4.87,201.05
0.27,41.3,41.74,2.77,-4.82,3.37,4.87,108.68
0.29,41.3,41.74,2.9,-23.79,3.37,9.56,108.68
0.29,41.3,41.74,2.77,-23.79,3.67,4.87,108.68
0.29,41.3,41.74,2.9,-23.79,3.37,4.87,116.06
0.27,41.3,41.74,1.56,-23.79,3.37,4.87,108.68
0.29,49.29,41.74,2.77,-23.79,3.37,4.87,108.68
0.29,59.9,41.74,2.77,-23.79,3.37,4.87,108.68
0.25,41.3,41.74,1.14,-23.79,3.37,4.87,201.05
0.27,41.3,41.74,2.77,-10.21,3.37,4.87,108.68
0.27,41.3,41.74,2.9,-7.25,3.37,4.87,108.68
0.24,41.3,41.74,0.84,-23.79,3.37,4.87,201.05
0.27,41.3,41.74,2.9,-14.3,3.37,4.87,108.68
0.29,41.3,47.71,2.77,-23.79,3.37,4.87,108.68
0.28,41.3,41.74,2.9,-3.7,3.37,4.87,108.68
0.28,41.3,54.28,2.77,-23.79,3.37,4.87,201.05
0.29,41.3,41.74,2.77,-23.79,2.67,4.87,201.05
0.3,41.3,41.74,2.9,-23.79,3.37,4.87,195.58
0.28,41.3,41.74,2.4,-23.79,3.37,4.87,201.05
0.29,41.3,47.56,2.77,-23.79,3.37,4.87,108.68
0.27,41.3,41.74,2.77,-23.79,1.74,4.87,108.68
0.29,41.3,41.74,2.77,-23.79,3.37,7.2,108.68
0.29,41.3,41.74,2.9,-23.79,2.87,4.87,201.05
0.29,41.3,41.74,2.77,-23.79,3.93,4.87,108.68
0.26,41.3,41.74,1.74,-23.79,3.37,4.87,195.58
0.28,55.8,41.74,2.9,-23.79,3.37,4.87,201.05
0.29,41.3,41.74,2.9,-23.79,3.37,6.46,201.05
0.3,48.37,41.74,2.9,-23.79,3.37,4.87,195.58
0.28,41.3,41.74,2.55,-23.79,3.37,4.87,201.05
0.27,41.3,41.74,1.97,-23.79,3.37,4.87,195.58
0.29,41.3,56.33,2.9,-23.79,3.37,4.87,201.05
0.24,41.3,41.74,0.79,-23.79,3.37,4.87,201.05
