update,episode,timestep,reward,Hum,Hiss,CL,Thre,Ratio,Attk,Release
5,0,12,0.18,40.0,60.0,0.1,-25.0,1.0,2.59,300.0
5,0,13,0.19,40.0,60.0,0.1,-24.19,1.0,1.0,300.0
5,0,14,0.19,41.75,60.0,0.1,-19.37,1.0,1.0,300.0
5,0,15,0.19,44.21,60.0,0.1,-22.47,1.0,1.0,300.0
5,0,16,0.18,40.0,60.0,0.1,-25.0,1.0,1.0,300.0
5,0,17,0.18,40.0,60.0,0.1,-25.0,1.0,1.0,300.0
5,0,18,0.19,40.0,60.0,0.1,-25.0,1.0,1.0,300.0
5,0,19,0.18,40.0,60.0,0.1,-25.0,1.0,1.0,300.0
5,1,0,0.34,43.69,44.15,3.0,-16.59,3.34,2.86,277.39
5,1,1,0.34,47.54,50.88,3.0,-13.06,2.54,1.93,300.0
5,1,2,0.36,40.0,55.75,3.0,-22.79,5.0,5.67,300.0
5,1,3,0.34,40.0,60.0,3.0,-16.31,5.0,10.0,300.0
5,1,4,0.34,40.0,60.0,2.95,-6.4,5.0,10.0,300.0
5,1,5,0.32,40.0,60.0,2.04,0.0,5.0,10.0,300.0
5,1,6,0.33,40.0,60.0,3.0,0.0,5.0,10.0,300.0
5,1,7,0.34,40.0,54.57,3.0,0.0,5.0,10.0,300.0
5,1,8,0.34,40.0,59.59,3.0,0.0,5.0,10.0,253.02
5,1,9,0.37,40.0,60.0,3.0,-25.0,5.0,10.0,234.05
5,1,10,0.37,40.0,60.0,3.0,-25.0,5.0,10.0,168.4
5,1,11,0.37,40.0,60.0,3.0,-25.0,5.0,10.0,300.0
5,1,12,0.35,40.0,60.0,3.0,-19.15,5.0,10.0,300.0
5,1,13,0.34,40.0,60.0,3.0,-13.81,5.0,10.0,217.05
5,1,14,0.34,40.0,60.0,3.0,-10.99,5.0,10.0,197.79
5,1,15,0.37,40.0,60.0,3.0,-25.0,5.0,10.0,226.56
5,1,16,0.36,40.0,60.0,3.0,-23.22,5.0,10.0,137.16
5,1,17,0.34,40.0,60.0,3.0,-7.34,5.0,10.0,100.0
5,1,18,0.33,40.0,60.0,3.0,0.0,5.0,10.0,100.0
5,1,19,0.34,40.0,60.0,3.0,0.0,5.0,10.0,100.0
6,0,0,0.35,59.44,40.89,2.9,-6.7,1.89,8.05,100.0
6,0,1,0.3,40.0,40.0,1.37,-10.12,3.46,6.02,100.0
6,0,2,0.27,40.0,43.02,0.42,-16.06,1.8,6.13,100.0
6,0,3,0.33,40.0,40.0,1.2,-19.29,2.98,1.0,100.0
6,0,4,0.38,40.0,40.0,3.0,-25.0,3.47,5.14,100.0
6,0,5,0.37,40.0,40.0,2.59,-25.0,2.62,7.97,100.0
6,0,6,0.36,40.0,40.0,1.72,-25.0,3.26,4.25,100.0
6,0,7,0.35,40.0,40.0,0.12,-25.0,5.0,1.0,100.0
6,0,8,0.27,40.0,50.43,1.02,-25.0,1.0,5.78,100.0
6,0,9,0.22,40.0,46.81,0.1,-16.19,1.0,9.39,120.24
6,0,10,0.2,40.0,55.31,0.1,0.0,1.93,4.05,287.86
6,0,11,0.21,40.0,46.68,0.1,0.0,1.69,10.0,238.37
6,0,12,0.2,40.0,57.32,0.1,0.0,5.0,4.98,225.02
6,0,13,0.23,40.0,48.47,0.1,-4.48,5.0,1.0,100.0
6,0,14,0.25,40.0,55.19,0.1,-15.18,5.0,1.0,100.0
6,0,15,0.19,40.0,60.0,0.1,-1.15,5.0,1.0,100.0
6,0,16,0.22,40.0,60.0,0.1,-13.46,5.0,1.0,100.0
6,0,17,0.27,40.0,55.34,0.1,-19.12,5.0,1.0,100.0
6,0,18,0.27,40.0,55.91,0.1,-18.11,5.0,1.0,100.0
6,0,19,0.21,40.0,53.2,0.1,-7.34,5.0,1.0,100.0
6,1,0,0.34,40.0,60.0,3.0,0.0,1.0,7.64,125.61
6,1,1,0.34,42.97,60.0,3.0,-22.15,1.0,7.28,127.65
6,1,2,0.34,55.15,60.0,3.0,-15.4,1.0,10.0,100.0
6,1,3,0.34,51.37,60.0,3.0,-7.45,1.0,9.7,100.0
6,1,4,0.35,40.0,60.0,3.0,-0.9,3.45,5.27,100.0
6,1,5,0.34,40.0,60.0,3.0,-5.37,3.26,1.0,100.0
6,1,6,0.34,40.0,60.0,3.0,0.0,2.86,1.0,100.0
6,1,7,0.33,40.0,60.0,3.0,0.0,1.21,1.16,228.99
6,1,8,0.34,42.73,60.0,3.0,0.0,1.0,2.78,100.0
6,1,9,0.34,59.85,60.0,3.0,0.0,1.0,10.0,215.54
6,1,10,0.33,58.89,60.0,3.0,-18.52,1.0,6.5,104.37
6,1,11,0.34,59.36,60.0,3.0,-21.74,1.0,5.83,300.0
6,1,12,0.34,52.93,60.0,3.0,-25.0,1.0,2.63,178.19
6,1,13,0.34,55.94,60.0,3.0,-25.0,1.0,2.14,159.69
6,1,14,0.33,44.17,60.0,3.0,-25.0,1.0,1.0,170.92
6,1,15,0.34,54.94,60.0,3.0,-25.0,1.0,1.0,120.48
6,1,16,0.34,59.92,60.0,3.0,-25.0,1.0,1.0,100.0
6,1,17,0.34,60.0,60.0,3.0,-25.0,1.0,1.0,127.27
6,1,18,0.34,60.0,60.0,3.0,-25.0,1.0,1.0,143.6
6,1,19,0.34,60.0,60.0,3.0,-25.0,1.0,1.0,100.0
7,0,0,0.33,53.21,43.36,2.63,-25.0,1.1,10.0,168.93
7,0,1,0.34,44.54,51.19,3.0,-25.0,1.0,10.0,300.0
7,0,2,0.33,45.36,51.58,3.0,-25.0,1.0,10.0,300.0
7,0,3,0.35,43.55,50.57,3.0,-25.0,1.0,10.0,300.0
7,0,4,0.35,57.37,43.93,3.0,-25.0,1.0,10.0,300.0
7,0,5,0.34,58.05,54.98,3.0,-25.0,1.0,10.0,300.0
7,0,6,0.34,60.0,46.72,3.0,-25.0,1.0,10.0,300.0
7,0,7,0.35,60.0,40.66,3.0,-25.0,1.0,10.0,300.0
7,0,8,0.35,60.0,40.0,3.0,-25.0,1.0,10.0,300.0
7,0,9,0.35,60.0,40.0,3.0,-25.0,1.0,10.0,300.0
7,0,10,0.37,60.0,43.07,3.0,-25.0,2.53,10.0,300.0
7,0,11,0.36,60.0,47.91,3.0,-25.0,5.0,10.0,292.51
7,0,12,0.32,60.0,40.0,1.04,-25.0,3.41,10.0,300.0
7,0,13,0.32,60.0,43.41,1.97,-25.0,1.58,10.0,300.0
7,0,14,0.34,60.0,50.99,3.0,-25.0,1.21,10.0,300.0
7,0,15,0.36,56.81,55.68,3.0,-25.0,5.0,10.0,300.0
7,0,16,0.36,54.93,45.47,2.58,-25.0,5.0,10.0,300.0
7,0,17,0.27,60.0,57.9,1.24,-15.28,5.0,10.0,300.0
7,0,18,0.34,60.0,56.99,2.88,0.0,5.0,10.0,300.0
7,0,19,0.34,60.0,60.0,2.98,0.0,5.0,10.0,300.0
7,1,0,0.25,52.98,49.98,0.55,-6.24,1.97,7.67,236.91
7,1,1,0.27,57.8,40.0,0.65,-4.71,4.3,9.1,212.93
7,1,2,0.25,52.06,41.38,0.1,0.0,5.0,10.0,231.57
7,1,3,0.27,59.81,43.37,0.83,0.0,5.0,10.0,274.39
7,1,4,0.33,60.0,40.0,2.13,0.0,3.56,10.0,157.28
7,1,5,0.34,59.48,40.0,2.97,0.0,2.36,10.0,100.0
7,1,6,0.34,56.76,42.44,3.0,0.0,1.0,10.0,100.0
7,1,7,0.34,49.2,46.81,3.0,0.0,2.96,10.0,100.0
7,1,8,0.34,50.7,55.89,3.0,0.0,1.0,10.0,100.0
7,1,9,0.34,40.0,60.0,3.0,0.0,1.0,10.0,100.0
7,1,10,0.34,40.0,60.0,3.0,0.0,1.0,10.0,100.0
7,1,11,0.34,40.0,60.0,3.0,0.0,1.0,10.0,100.0
7,1,12,0.34,40.0,60.0,3.0,0.0,1.0,10.0,100.0
7,1,13,0.34,40.0,60.0,3.0,0.0,4.31,10.0,100.0
7,1,14,0.34,40.0,60.0,3.0,0.0,5.0,10.0,100.0
7,1,15,0.34,40.0,60.0,3.0,0.0,4.61,10.0,210.51
7,1,16,0.34,40.0,60.0,3.0,0.0,4.85,10.0,247.69
7,1,17,0.33,40.0,60.0,3.0,0.0,5.0,10.0,166.79
7,1,18,0.34,41.35,60.0,3.0,0.0,5.0,10.0,156.3
7,1,19,0.34,40.82,60.0,3.0,0.0,5.0,10.0,285.72
8,0,0,0.31,54.51,60.0,0.97,-25.0,3.86,10.0,219.19
8,0,1,0.26,58.03,60.0,0.1,-25.0,3.33,10.0,234.13
8,0,2,0.27,40.0,53.61,0.1,-25.0,3.51,10.0,300.0
8,0,3,0.18,40.0,60.0,0.1,-25.0,1.0,10.0,300.0
8,0,4,0.18,40.0,60.0,0.1,-25.0,1.0,10.0,300.0
8,0,5,0.19,40.0,56.39,0.1,-25.0,1.0,10.0,300.0
8,0,6,0.17,40.0,60.0,0.1,-18.22,1.0,10.0,241.87
8,0,7,0.18,41.3,60.0,0.1,-25.0,1.0,10.0,300.0
8,0,8,0.19,46.48,60.0,0.1,-25.0,1.0,10.0,252.42
8,0,9,0.2,40.0,54.76,0.1,-25.0,1.0,10.0,298.12
8,0,10,0.2,40.0,51.94,0.1,-23.16,1.0,10.0,171.62
8,0,11,0.26,48.99,40.0,0.1,-13.68,1.0,10.0,234.9
8,0,12,0.23,40.0,43.77,0.1,-15.18,1.0,10.0,228.21
8,0,13,0.23,40.0,40.0,0.1,-18.11,1.0,10.0,194.72
8,0,14,0.25,40.0,40.0,0.1,-9.28,1.0,10.0,201.69
8,0,15,0.25,40.0,40.0,0.1,0.0,1.0,10.0,180.82
8,0,16,0.25,40.0,40.0,0.1,0.0,1.0,10.0,126.7
8,0,17,0.25,40.0,40.0,0.1,0.0,1.0,10.0,137.57
8,0,18,0.24,40.0,40.0,0.1,0.0,1.0,10.0,100.0
8,0,19,0.24,40.0,40.0,0.1,0.0,1.0,10.0,100.0
8,1,0,0.25,49.27,40.0,0.1,-2.46,2.8,8.67,164.99
8,1,1,0.18,60.0,54.14,0.1,0.0,1.0,10.0,300.0
8,1,2,0.24,52.35,40.0,0.1,0.0,3.17,10.0,239.34
8,1,3,0.2,53.69,51.59,0.1,-1.45,1.0,9.59,150.97
8,1,4,0.25,42.66,40.0,0.1,0.0,2.55,9.12,294.82
8,1,5,0.25,40.93,40.0,0.1,0.0,2.24,6.7,144.22
8,1,6,0.24,51.96,41.73,0.1,0.0,4.16,10.0,113.0
8,1,7,0.24,52.4,40.0,0.1,0.0,4.95,10.0,220.19
8,1,8,0.23,45.08,40.0,0.1,0.0,5.0,10.0,300.0
8,1,9,0.24,58.8,40.0,0.1,0.0,1.76,10.0,300.0
8,1,10,0.23,54.22,40.0,0.1,0.0,2.65,7.78,300.0
8,1,11,0.24,44.96,40.0,0.1,0.0,3.41,8.84,300.0
8,1,12,0.24,46.39,40.0,0.1,0.0,3.48,10.0,300.0
8,1,13,0.25,42.68,40.0,0.1,0.0,2.77,9.84,300.0
8,1,14,0.24,40.57,40.0,0.1,0.0,5.0,10.0,300.0
8,1,15,0.24,40.0,40.0,0.1,0.0,5.0,10.0,271.56
8,1,16,0.23,40.0,46.02,0.1,0.0,5.0,10.0,162.29
8,1,17,0.24,40.0,40.0,0.1,0.0,5.0,10.0,211.04
8,1,18,0.19,53.17,57.59,0.1,0.0,5.0,10.0,300.0
8,1,19,0.18,54.73,56.09,0.1,0.0,5.0,10.0,300.0
9,0,0,0.23,60.0,48.09,0.1,-13.9,3.47,3.49,207.34
9,0,1,0.19,60.0,57.18,0.1,0.0,4.83,6.09,100.0
9,0,2,0.22,60.0,49.5,0.1,-13.12,5.0,6.43,100.0
9,0,3,0.31,60.0,41.35,0.1,-25.0,5.0,10.0,100.0
9,0,4,0.34,60.0,40.0,0.95,-25.0,5.0,10.0,100.0
9,0,5,0.38,60.0,40.0,3.0,-25.0,5.0,10.0,100.0
9,0,6,0.38,60.0,50.29,3.0,-25.0,5.0,10.0,100.0
9,0,7,0.38,60.0,58.08,3.0,-25.0,5.0,10.0,100.0
9,0,8,0.38,60.0,60.0,3.0,-25.0,5.0,10.0,100.0
9,0,9,0.37,60.0,52.54,3.0,-25.0,5.0,10.0,100.0
9,0,10,0.34,60.0,45.96,3.0,-1.33,5.0,10.0,100.0
9,0,11,0.34,60.0,40.0,2.7,-7.92,5.0,10.0,100.0
9,0,12,0.35,60.0,40.0,1.46,-25.0,5.0,10.0,100.0
9,0,13,0.39,60.0,40.0,3.0,-25.0,5.0,10.0,100.0
9,0,14,0.37,60.0,40.0,3.0,-20.83,5.0,10.0,100.0
9,0,15,0.35,60.0,40.0,3.0,-2.76,5.0,10.0,100.0
9,0,16,0.35,56.66,40.0,3.0,-6.97,5.0,10.0,100.0
9,0,17,0.35,58.6,40.0,3.0,-10.07,5.0,10.0,100.0
9,0,18,0.35,56.83,40.0,3.0,0.0,5.0,10.0,100.0
9,0,19,0.36,57.22,40.0,3.0,0.0,5.0,10.0,100.0
9,1,0,0.35,40.0,50.72,2.03,-25.0,4.25,3.95,236.62
9,1,1,0.37,42.02,57.68,3.0,-25.0,4.18,7.94,269.91
9,1,2,0.34,60.0,60.0,2.03,-25.0,4.38,8.72,300.0
9,1,3,0.33,60.0,48.82,1.84,-25.0,4.24,10.0,280.07
9,1,4,0.23,60.0,44.33,0.1,-2.82,5.0,10.0,300.0
9,1,5,0.22,60.0,46.6,0.1,-0.3,5.0,10.0,300.0
9,1,6,0.26,60.0,40.0,0.1,0.0,5.0,10.0,300.0
9,1,7,0.25,60.0,40.0,0.1,0.0,5.0,10.0,300.0
9,1,8,0.19,60.0,60.0,0.1,0.0,5.0,10.0,300.0
9,1,9,0.22,55.0,49.12,0.1,0.0,5.0,10.0,300.0
9,1,10,0.2,60.0,53.74,0.1,0.0,5.0,10.0,291.07
9,1,11,0.17,60.0,60.0,0.1,-3.5,5.0,9.24,264.93
9,1,12,0.24,60.0,44.05,0.1,-5.67,5.0,10.0,162.02
9,1,13,0.24,43.49,44.01,0.1,0.0,5.0,10.0,124.72
9,1,14,0.19,46.52,60.0,0.1,0.0,5.0,10.0,220.78
9,1,15,0.18,53.3,60.0,0.1,-5.19,5.0,10.0,187.42
9,1,16,0.23,48.69,52.69,0.52,-1.06,5.0,10.0,183.54
9,1,17,0.33,52.03,54.28,2.66,-2.82,5.0,9.64,136.48
9,1,18,0.34,49.27,49.43,3.0,-7.4,5.0,10.0,181.18
9,1,19,0.34,41.84,51.33,2.93,-4.28,5.0,10.0,104.09
