score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.167,50.75,50.35,0.42,-6.21,9.63,2.97,168.53
0.242,30.29,51.55,1.47,-8.72,9.77,1.67,194.81
0.235,25.05,53.76,1.68,-2.23,4.9,3.54,77.42
0.282,20.0,35.44,1.42,-8.31,5.17,7.62,287.9
0.24,32.38,53.7,1.61,-7.16,4.24,1.41,106.69
0.241,24.41,36.17,1.3,-1.48,9.56,6.9,215.82
0.219,36.0,41.74,0.99,-13.04,4.2,5.12,66.39
0.239,36.78,52.79,1.9,-7.62,9.82,3.01,141.63
0.202,55.38,54.27,0.96,-5.67,9.15,1.66,104.89
0.174,34.91,50.66,0.58,-1.84,3.51,0.28,267.8
0.252,40.11,44.58,1.75,-12.42,4.21,2.04,138.52
0.192,34.31,54.26,0.08,-11.38,5.59,0.44,61.26
0.276,15.91,49.9,1.03,-6.03,7.55,2.14,297.04
0.151,52.77,47.52,0.0,-10.08,2.69,8.8,155.95
0.229,57.7,32.38,0.98,-2.34,6.2,9.86,251.04
0.272,15.1,46.81,0.98,-1.26,4.58,9.86,233.89
0.32,15.13,34.03,1.59,-2.34,6.2,3.8,138.06
0.315,15.13,34.03,1.4,-1.26,4.58,9.86,251.04
0.262,15.1,34.03,0.33,-1.26,6.2,9.86,251.04
0.322,15.1,34.03,1.59,-1.26,4.58,3.8,183.13
0.33,15.1,32.38,1.59,-1.26,9.23,9.86,233.89
0.301,15.13,32.38,0.98,-1.26,4.58,9.36,251.04
0.303,15.13,32.38,0.93,-2.34,4.58,3.8,233.89
0.319,15.13,30.59,0.98,-2.34,6.2,3.8,233.89
0.319,15.1,35.32,1.59,-2.34,6.2,3.8,233.89
0.322,15.1,32.38,0.98,-12.32,6.2,9.86,251.04
0.298,15.13,32.38,0.75,-2.34,6.2,9.86,251.04
0.329,15.13,32.38,1.59,-2.34,4.58,9.86,52.17
0.297,15.1,43.53,1.59,-1.26,6.2,3.8,251.04
0.332,15.1,32.38,1.59,-2.34,4.58,9.86,210.33
0.303,15.13,32.38,0.98,-2.34,1.24,3.8,251.04
0.304,15.13,32.38,0.98,-2.34,4.58,3.8,146.78
0.327,15.13,32.38,0.98,-13.3,6.2,9.86,233.89
0.321,15.13,34.03,1.59,-1.26,4.58,9.86,219.91
0.304,15.13,32.38,0.98,-1.26,4.93,3.8,251.04
0.331,15.1,32.38,1.59,-2.34,7.48,3.8,251.04
0.32,15.13,34.03,1.59,-1.26,4.58,4.98,233.89
0.239,43.08,34.03,1.59,-1.26,6.2,3.8,251.04
0.33,15.13,34.03,1.59,-12.14,4.58,9.86,251.04
0.328,15.13,32.38,1.59,-1.26,8.68,9.86,233.89
0.337,15.13,32.38,1.59,-3.73,6.2,3.8,251.04
0.292,15.1,32.38,0.61,-2.34,6.2,9.86,251.04
0.303,15.1,36.65,1.59,-1.26,4.58,9.86,233.89
0.331,15.13,32.38,1.68,-1.26,6.2,3.8,233.89
0.308,15.1,32.38,0.98,-2.34,4.58,4.95,251.04
0.306,15.1,32.38,0.98,-1.52,4.58,3.8,251.04
0.328,15.13,32.38,1.59,-2.34,4.58,9.53,251.04
0.23,36.24,32.38,0.98,-2.34,4.58,9.86,251.04
0.226,44.45,32.38,0.98,-1.26,6.2,9.86,233.89
0.329,15.1,32.38,1.59,-1.26,4.58,8.27,233.89
0.217,57.54,34.03,0.98,-2.34,6.2,3.8,233.89
0.316,15.1,31.03,0.98,-2.34,4.58,3.8,233.89
0.236,57.3,34.03,1.59,-1.26,4.58,9.86,251.04
0.32,15.13,34.03,1.59,-2.34,6.2,3.84,251.04
0.264,15.13,34.03,0.29,-1.26,6.2,9.86,233.89
0.33,15.1,32.38,1.59,-2.34,4.58,3.8,241.25
0.252,27.11,34.03,1.59,-1.26,6.2,9.86,251.04
0.33,15.13,32.38,1.59,-1.26,6.2,9.86,165.18
0.329,15.1,34.03,1.96,-1.26,4.58,3.8,233.89
0.321,15.1,34.03,1.59,-2.34,6.2,9.19,251.04
0.32,15.1,34.03,1.59,-2.34,4.58,8.68,251.04
0.315,15.13,34.03,1.59,-2.34,1.17,9.86,251.04
0.332,15.13,34.03,1.59,-10.94,4.58,9.86,233.89
0.344,15.13,34.03,1.59,-12.0,6.2,3.8,233.89
0.294,15.13,34.03,0.98,-1.26,6.2,7.0,233.89
0.304,15.1,32.38,0.98,-2.34,8.77,9.86,251.04
0.226,55.83,32.38,0.98,-2.34,4.58,9.86,233.89
0.332,15.13,32.38,1.59,-2.34,6.2,4.65,251.04
0.293,15.13,34.03,0.98,-2.34,6.62,3.8,251.04
0.308,15.13,34.03,0.98,-10.4,4.58,9.86,251.04
0.325,15.1,32.38,1.59,-0.18,6.2,3.8,233.89
0.317,15.13,34.03,1.52,-2.34,4.58,9.86,233.89
0.333,15.13,32.38,0.98,-13.84,6.2,3.8,251.04
0.254,57.7,32.38,1.59,-3.73,6.2,3.8,233.89
0.315,15.13,46.81,1.59,-12.0,6.2,3.8,251.04
0.315,15.13,36.14,1.59,-3.73,6.2,3.8,233.89
0.338,15.13,34.03,1.4,-12.0,6.2,3.8,233.89
0.345,15.13,34.03,1.59,-12.0,6.45,3.8,233.89
0.29,23.23,34.03,1.59,-12.0,6.2,3.8,233.89
0.352,15.13,32.38,1.59,-12.0,6.2,3.8,173.47
0.271,38.16,32.38,1.59,-12.0,6.2,3.8,233.89
0.334,15.13,32.17,1.59,-3.73,6.2,3.8,251.04
0.337,15.13,32.38,1.59,-3.73,6.2,3.8,162.3
0.333,15.13,32.38,1.59,-3.73,6.2,3.8,186.41
0.277,24.9,32.38,1.59,-3.73,6.2,3.8,233.89
0.335,15.13,32.38,1.59,-3.73,6.2,8.25,233.89
0.254,55.3,32.38,1.59,-3.73,6.2,3.8,251.04
0.345,15.13,34.03,1.59,-12.0,6.2,3.8,210.33
0.338,15.13,32.38,1.59,-3.73,6.2,0.34,251.04
0.336,15.13,32.38,1.59,-3.73,6.2,4.72,233.89
0.334,15.13,32.38,1.59,-3.73,6.93,3.8,251.04
0.349,15.13,32.38,1.59,-12.0,6.2,1.8,251.04
0.344,15.13,34.03,1.59,-12.0,6.97,3.8,251.04
0.311,21.07,32.38,1.59,-12.0,6.2,3.8,233.89
0.339,15.13,32.38,1.59,-3.73,6.2,4.03,233.89
0.339,15.13,34.03,1.59,-10.12,6.2,3.8,251.04
0.338,15.13,34.03,1.59,-12.0,6.2,7.7,233.89
0.266,15.13,34.03,0.3,-3.73,6.2,3.8,233.89
0.332,15.13,37.68,1.59,-12.0,6.2,3.8,251.04
0.333,15.13,32.38,1.03,-12.0,6.2,3.8,233.89
0.345,15.13,32.38,1.59,-7.73,6.2,3.8,233.89
0.326,15.13,40.85,1.59,-12.0,6.2,3.8,251.04
0.29,15.13,32.38,0.14,-12.0,6.2,3.8,251.04
0.337,15.13,32.38,1.59,-3.73,6.2,3.8,271.84
0.327,15.13,32.38,1.59,-1.52,6.2,3.8,233.89
0.334,15.13,32.38,1.59,-3.73,6.2,9.53,233.89
0.354,15.13,32.38,1.59,-14.24,6.2,3.8,233.89
0.347,15.13,32.38,1.59,-12.0,6.2,3.01,251.04
0.334,15.13,32.38,1.59,-3.66,6.2,3.8,251.04
0.326,15.13,34.03,1.59,-3.73,6.2,9.07,251.04
0.276,15.13,34.03,0.49,-3.73,6.2,3.8,251.04
0.344,15.13,34.03,1.58,-12.0,6.2,3.8,233.89
0.323,15.13,34.03,1.59,-3.73,6.2,1.13,233.89
0.356,15.13,31.34,1.59,-12.0,6.2,3.8,251.04
0.336,15.13,32.38,1.59,-3.73,4.74,3.8,251.04
0.348,15.13,34.03,1.59,-12.0,6.2,3.8,111.07
0.296,15.13,32.38,0.29,-12.0,6.2,3.8,233.89
0.341,15.13,34.03,1.59,-12.0,6.2,7.03,251.04
0.305,15.13,42.11,1.59,-3.73,6.2,3.8,233.89
0.327,15.13,34.03,1.59,-3.73,3.54,3.8,233.89
0.334,15.13,34.03,1.96,-3.73,6.2,3.8,233.89
0.249,45.89,34.03,1.59,-3.73,6.2,3.8,251.04
0.341,15.13,34.03,1.5,-12.0,6.2,3.8,251.04
0.317,18.0,34.03,1.59,-12.0,6.2,3.8,251.04
0.318,15.13,37.77,1.59,-3.73,6.2,3.8,233.89
0.337,15.13,32.38,1.59,-5.1,6.2,3.8,251.04
0.306,15.13,44.19,1.59,-3.73,6.2,3.8,233.89
0.327,15.13,34.03,1.59,-3.73,6.2,3.8,291.91
0.341,15.13,34.03,1.59,-12.0,6.2,6.01,233.89
0.338,15.13,32.38,1.59,-3.73,6.2,3.8,103.82
0.314,15.13,34.03,1.59,-0.21,6.2,3.8,251.04
0.352,15.13,32.38,1.88,-12.0,6.2,3.8,233.89
0.356,15.13,32.38,1.74,-14.24,6.2,3.8,251.04
0.35,15.13,31.34,1.45,-12.0,6.2,3.8,233.89
0.321,21.14,31.34,1.59,-14.24,6.2,3.8,251.04
0.282,47.12,31.34,1.59,-12.0,6.2,3.8,251.04
0.344,15.13,31.34,1.59,-4.75,6.2,3.8,251.04
0.314,15.13,31.34,0.55,-12.0,6.2,3.8,251.04
0.269,56.55,32.38,1.59,-12.0,6.2,3.8,233.89
0.273,38.16,32.38,1.59,-12.0,6.2,3.8,251.04
0.355,15.13,32.17,1.59,-14.24,6.2,3.8,233.89
0.322,15.13,32.38,0.73,-14.24,6.2,3.8,233.89
0.33,15.13,40.86,1.59,-14.24,6.2,3.8,233.89
0.356,15.13,32.38,1.59,-14.24,6.2,3.8,210.33
0.355,15.13,32.38,1.59,-14.24,6.2,3.8,146.78
0.357,15.13,31.34,1.59,-12.0,6.2,6.03,251.04
0.352,15.13,32.38,1.59,-13.3,6.2,3.8,233.89
0.35,15.13,32.38,1.59,-14.24,6.2,6.07,251.04
0.335,15.13,36.07,1.59,-14.24,6.2,3.8,233.89
0.343,15.13,32.38,1.37,-12.0,6.2,3.8,233.89
0.35,15.13,31.34,1.36,-12.0,6.2,3.8,233.89
0.352,15.13,32.38,1.59,-12.0,5.88,3.8,251.04
0.344,15.13,32.38,1.59,-7.4,6.2,3.8,251.04
0.347,15.13,32.86,1.59,-12.0,6.2,3.8,233.89
0.354,15.13,31.34,1.59,-12.0,6.2,7.78,251.04
0.344,15.13,31.34,1.59,-14.24,2.03,3.8,251.04
0.271,53.11,32.38,1.59,-12.0,6.2,3.8,233.89
0.348,15.13,32.38,1.59,-12.0,6.2,3.8,271.84
0.35,15.13,32.38,1.59,-14.24,6.2,4.95,251.04
0.348,15.13,32.38,1.59,-12.0,6.2,3.8,235.08
0.349,15.13,32.38,1.59,-14.24,3.91,3.8,251.04
0.359,15.13,32.38,1.59,-14.24,9.97,3.8,251.04
0.307,15.13,32.38,0.49,-14.24,6.2,3.8,251.04
0.35,15.13,32.38,1.58,-12.0,6.2,3.8,233.89
0.353,15.13,32.38,1.59,-12.0,6.2,1.13,233.89
0.362,15.13,31.34,1.59,-14.24,6.2,3.8,248.3
0.308,15.13,31.34,0.29,-14.24,6.2,3.8,233.89
0.312,15.13,57.41,1.59,-12.0,6.2,3.8,251.04
0.352,15.13,31.34,1.59,-14.24,2.87,3.8,251.04
0.334,15.13,31.34,1.59,-2.22,6.2,3.8,233.89
0.356,15.13,32.38,1.59,-14.24,6.2,2.47,233.89
0.356,15.13,31.34,1.59,-12.0,5.52,3.8,251.04
0.339,15.13,32.38,1.59,-5.91,6.2,3.8,251.04
0.358,15.13,31.34,1.59,-12.0,9.58,3.8,233.89
0.322,15.13,50.06,1.59,-14.24,6.2,3.8,251.04
0.361,15.13,31.34,1.59,-14.24,6.2,3.8,274.95
0.356,15.13,31.34,1.59,-10.94,6.2,3.8,251.04
0.335,15.13,31.34,0.81,-14.24,6.2,3.8,233.89
0.309,15.13,31.34,0.44,-12.0,6.2,3.8,233.89
0.286,52.62,31.34,1.59,-12.0,6.2,3.8,233.89
0.351,15.13,32.38,1.59,-14.24,6.2,7.87,251.04
0.35,15.13,32.38,1.39,-14.24,6.2,3.8,233.89
0.352,15.13,32.38,1.59,-14.24,7.39,3.8,251.04
0.285,55.83,31.34,1.59,-14.24,6.2,3.8,251.04
0.278,45.04,31.34,1.59,-12.0,6.2,3.8,251.04
0.331,15.13,45.86,1.59,-14.24,6.2,3.8,233.89
0.359,15.13,31.34,1.52,-14.24,6.2,3.8,233.89
0.316,15.13,51.64,1.59,-12.0,6.2,3.8,251.04
0.361,15.13,31.34,1.59,-13.26,6.2,3.8,248.3
0.319,15.13,46.81,1.59,-14.24,6.2,3.8,274.95
0.341,15.13,31.34,1.02,-14.24,6.2,3.8,248.3
0.354,15.13,31.34,1.4,-14.24,6.2,3.8,248.3
0.36,15.13,31.34,1.59,-14.24,6.2,5.55,248.3
0.332,15.13,31.34,1.59,-14.24,1.01,3.8,248.3
0.342,15.13,31.34,1.59,-6.77,6.2,3.8,274.95
0.355,15.13,31.34,1.59,-14.24,6.2,9.36,248.3
0.359,15.13,31.34,1.59,-14.24,6.2,8.71,274.95
0.366,15.13,30.59,1.59,-14.24,6.2,3.8,274.95
0.358,15.13,31.34,1.59,-14.24,6.2,5.42,274.95
0.352,15.13,31.34,1.59,-14.24,3.68,3.8,248.3
0.335,15.13,31.34,1.59,-1.45,6.2,3.8,248.3
0.356,15.13,31.34,1.59,-12.83,6.2,3.8,274.95
0.354,15.13,31.34,1.59,-14.24,4.29,3.8,248.3
0.329,15.13,40.86,1.59,-14.24,6.2,3.8,274.95
0.329,15.13,39.9,1.59,-14.24,6.2,3.8,248.3
0.357,15.13,31.34,1.59,-14.24,6.2,8.25,274.95
0.285,55.3,31.34,1.59,-14.24,6.2,3.8,274.95
0.282,45.96,31.34,1.59,-14.24,6.2,3.8,274.95
0.364,15.13,31.34,1.59,-14.24,6.2,3.8,146.78
0.364,15.13,31.34,1.59,-14.24,6.93,3.8,248.3
0.321,15.13,52.18,1.59,-14.24,6.2,3.8,274.95
0.334,15.13,36.07,1.59,-14.24,6.2,3.8,248.3
0.322,15.13,44.17,1.59,-14.24,6.2,3.8,248.3
0.36,15.13,31.34,1.59,-14.24,7.48,3.8,274.95
0.305,15.13,31.34,0.3,-14.24,6.2,3.8,248.3
0.312,22.68,31.34,1.59,-14.24,6.2,3.8,248.3
0.341,15.13,31.34,1.59,-3.73,6.2,3.8,274.95
0.312,15.13,57.75,1.59,-14.24,6.2,3.8,274.95
0.37,15.13,31.34,1.59,-14.24,6.2,3.8,101.81
0.367,15.13,31.34,1.59,-14.24,6.2,3.8,88.11
0.35,15.13,31.34,1.59,-8.35,6.2,3.8,248.3
0.362,15.13,31.34,1.68,-14.24,6.2,3.8,248.3
0.328,15.13,31.34,0.68,-14.24,6.2,3.8,274.95
0.357,15.13,31.34,1.59,-14.24,6.2,9.53,274.95
0.32,15.13,53.39,1.59,-14.24,6.2,3.8,274.95
0.362,15.13,31.34,1.59,-14.24,8.27,3.8,248.3
0.341,15.13,31.34,1.59,-3.66,6.2,3.8,248.3
0.362,15.13,31.34,1.59,-14.24,9.97,3.8,274.95
0.357,15.13,31.34,1.59,-14.24,6.2,8.27,274.95
0.362,15.13,31.34,1.58,-14.24,6.2,3.8,248.3
0.343,15.13,31.34,1.59,-14.24,2.03,3.8,248.3
0.352,15.13,31.34,1.34,-14.24,6.2,3.8,274.95
0.286,49.46,31.34,1.59,-14.24,6.2,3.8,248.3
0.365,15.13,31.34,1.59,-14.24,6.2,3.8,111.07
0.305,15.13,31.34,0.29,-14.24,6.2,3.8,248.3
0.359,15.13,31.34,1.59,-14.24,7.93,3.8,274.95
0.367,15.13,31.34,1.59,-14.24,6.2,3.8,62.11
0.364,15.13,31.34,1.59,-14.24,6.2,3.8,165.18
0.369,15.13,31.34,1.96,-14.24,6.2,3.8,248.3
0.282,45.89,31.34,1.59,-14.24,6.2,3.8,274.95
0.354,15.13,31.34,1.59,-14.24,6.2,9.92,248.3
0.355,15.13,31.34,1.5,-14.24,6.2,3.8,248.3
0.36,15.13,31.34,1.59,-14.24,6.2,6.03,248.3
0.356,15.13,31.34,1.59,-12.0,6.2,3.8,274.95
0.361,15.13,31.34,1.59,-14.24,7.9,3.8,274.95
0.283,55.83,31.34,1.59,-14.24,6.2,3.8,248.3
0.371,15.13,31.34,1.74,-14.24,6.2,3.8,101.81
0.33,15.13,46.81,1.96,-14.24,6.2,3.8,248.3
0.326,21.14,31.34,1.59,-14.24,6.2,3.8,101.81
0.375,15.13,31.34,1.59,-14.24,6.2,1.5,101.81
0.365,15.13,31.34,1.59,-14.24,6.2,3.8,127.13
0.298,15.13,31.34,0.01,-14.24,6.2,3.8,101.81
0.363,15.13,31.34,1.59,-14.24,9.23,3.8,248.3
0.37,15.13,31.34,1.96,-14.24,6.2,9.36,101.81
0.362,15.13,31.34,1.59,-14.41,6.2,3.8,248.3
0.35,15.13,35.32,1.96,-14.24,6.2,3.8,248.3
0.301,15.13,31.34,0.12,-14.24,6.2,3.8,248.3
0.304,49.03,31.34,1.96,-14.24,6.2,3.8,101.81
0.372,15.13,31.34,1.96,-12.83,6.2,3.8,101.81
0.33,15.13,31.34,0.73,-14.24,6.2,3.8,248.3
0.343,15.13,31.34,1.59,-14.24,1.62,3.8,101.81
0.363,15.13,31.34,1.59,-14.24,6.2,3.8,210.33
0.351,15.13,31.34,1.96,-4.52,6.2,3.8,101.81
0.332,15.13,31.34,0.81,-14.24,6.2,3.8,248.3
0.33,15.13,52.18,1.96,-14.24,6.2,3.8,248.3
0.339,15.13,44.17,1.96,-14.24,6.2,3.8,101.81
0.361,15.13,31.34,1.36,-14.24,6.2,3.8,101.81
0.371,15.13,31.34,1.59,-14.24,6.2,3.8,54.88
0.365,15.13,31.34,1.59,-14.24,6.2,7.7,101.81
0.358,15.13,31.34,1.59,-14.24,6.2,3.8,298.62
0.358,15.13,31.34,1.59,-14.24,6.2,3.8,286.55
0.359,15.13,31.34,1.59,-14.24,6.2,3.8,282.55
0.35,15.13,31.34,1.96,-4.15,6.2,3.8,101.81
0.362,15.13,31.34,1.59,-14.24,8.39,3.8,248.3
0.37,15.13,31.34,1.96,-14.24,6.2,3.8,271.84
0.374,15.13,31.34,1.96,-14.24,5.85,3.8,101.81
0.333,15.13,31.34,0.68,-14.24,6.2,3.8,101.81
0.372,15.13,31.34,1.96,-12.09,6.2,3.8,101.81
0.377,15.13,31.34,1.96,-14.24,6.2,3.8,108.47
0.325,15.13,41.34,1.59,-14.24,6.2,3.8,248.3
0.295,44.45,31.34,1.96,-14.24,6.2,3.8,248.3
0.371,15.13,31.34,1.96,-13.42,6.2,3.8,248.3
0.355,15.13,31.34,1.59,-14.24,2.03,3.8,101.81
0.367,15.13,31.34,1.59,-13.66,6.2,3.8,101.81
0.331,15.13,50.11,1.96,-14.24,6.2,3.8,248.3
0.332,15.13,57.41,1.59,-14.24,6.2,3.8,101.81
0.343,15.13,39.09,1.59,-14.24,6.2,3.8,101.81
0.371,15.13,31.34,1.59,-14.24,9.58,3.8,101.81
0.381,15.13,31.34,1.59,-14.24,6.2,0.27,101.81
0.364,15.13,31.34,1.59,-14.24,6.2,3.8,233.9
0.338,15.13,31.34,0.81,-14.24,6.2,3.8,101.81
0.354,15.13,33.0,1.96,-14.24,6.2,3.8,248.3
0.366,15.13,31.34,1.59,-14.24,6.2,7.0,101.81
0.372,15.13,31.34,1.96,-14.24,6.2,7.87,101.81
0.374,15.13,31.34,1.96,-14.24,4.95,3.8,101.81
0.361,15.13,31.34,1.59,-14.24,7.39,3.8,248.3
0.358,15.13,31.34,1.59,-14.24,6.2,6.01,248.3
0.303,55.83,31.34,1.96,-14.24,6.2,3.8,101.81
0.376,15.13,31.34,1.96,-14.24,6.2,0.27,272.23
0.384,15.13,31.34,1.74,-14.24,6.2,0.27,108.47
0.296,31.81,31.34,1.59,-14.24,6.2,3.8,101.81
0.36,15.13,36.14,1.59,-14.24,6.2,0.27,101.81
0.345,15.13,31.34,1.59,-3.36,6.2,0.27,101.81
0.316,15.13,31.34,0.33,-14.24,6.2,3.8,101.81
0.35,15.13,40.25,1.59,-14.24,6.2,0.27,108.47
0.328,15.13,31.34,0.55,-14.24,6.2,3.8,101.81
0.324,15.13,59.74,1.59,-14.24,6.2,3.8,108.47
0.378,15.13,31.34,1.96,-14.41,6.2,3.8,108.47
0.344,15.13,35.32,1.59,-14.24,6.2,3.8,108.47
0.383,15.13,31.34,1.96,-14.24,3.68,0.27,101.81
0.384,15.13,32.17,1.96,-14.24,6.2,0.27,101.81
0.343,15.13,43.53,1.59,-14.24,6.2,0.27,108.47
0.314,24.9,31.34,1.59,-14.24,6.2,3.8,101.81
0.384,15.13,31.34,1.59,-14.24,9.15,0.27,108.47
0.34,15.13,44.86,1.96,-14.24,6.2,3.8,101.81
0.371,15.13,31.34,1.96,-13.3,6.2,3.8,108.47
0.367,15.13,36.07,1.96,-14.24,6.2,0.27,108.47
0.335,15.13,31.34,1.59,-0.83,6.2,0.27,108.47
0.367,15.13,31.34,1.59,-14.24,6.2,4.98,101.81
0.313,15.13,31.34,0.3,-14.24,6.2,3.8,108.47
0.298,15.13,31.34,0.0,-14.24,6.2,3.8,101.81
0.346,15.13,31.34,1.59,-3.73,6.2,0.27,101.81
0.36,15.13,31.34,1.59,-7.73,6.2,0.27,108.47
0.326,53.11,31.34,1.96,-14.24,6.2,0.27,101.81
0.314,30.09,31.34,1.59,-14.24,6.2,0.27,108.47
0.346,15.13,31.34,1.96,-1.52,6.2,3.8,108.47
0.36,15.13,31.34,1.96,-14.24,1.76,0.27,101.81
0.341,15.13,53.39,1.96,-14.24,6.2,3.8,101.81
0.309,44.45,31.34,1.59,-14.24,6.2,0.27,101.81
0.371,15.13,31.34,1.96,-14.24,6.2,0.27,293.69
0.324,57.54,31.34,1.96,-14.24,6.2,0.27,108.47
0.376,15.13,31.34,1.59,-13.97,6.2,0.27,108.47
0.375,15.13,31.34,1.96,-13.66,6.2,3.8,108.47
0.351,15.13,31.34,1.18,-14.24,6.2,3.8,108.47
0.339,15.13,31.34,1.59,-14.24,1.29,0.27,101.81
0.369,15.13,31.34,1.59,-14.24,7.93,3.8,101.81
0.353,15.13,31.34,1.96,-2.89,6.2,0.27,108.47
0.36,15.13,31.34,1.59,-14.24,3.54,3.8,108.47
0.373,15.13,31.34,1.59,-14.24,6.2,2.47,101.81
0.334,15.13,31.34,1.59,-0.24,6.2,0.27,101.81
0.367,15.13,31.34,1.59,-14.24,9.58,3.8,108.47
0.366,15.13,31.34,1.59,-14.24,6.2,0.27,244.73
0.368,15.13,31.34,1.59,-14.24,6.2,0.27,233.9
0.372,15.13,31.34,1.59,-10.94,6.2,0.27,101.81
0.365,15.13,31.34,1.59,-14.24,6.2,0.27,270.97
0.368,15.13,31.34,1.59,-14.24,6.2,3.8,134.92
0.299,52.62,31.34,1.96,-14.24,6.2,3.8,108.47
0.375,15.13,31.34,1.96,-14.24,6.2,4.05,108.47
0.29,55.83,31.34,1.59,-14.24,6.2,3.8,101.81
0.347,15.13,31.34,1.96,-0.21,6.2,3.8,101.81
0.361,15.13,31.34,1.96,-5.44,6.2,0.27,101.81
0.367,15.13,31.34,1.59,-14.24,6.2,3.8,95.56
0.332,15.13,31.34,1.59,-0.18,6.2,0.27,108.47
0.3,47.24,31.34,1.96,-14.24,6.2,3.8,101.81
0.384,15.13,32.17,1.96,-13.26,9.15,0.27,108.47
0.328,31.81,31.34,1.96,-14.24,6.2,0.27,101.81
0.359,15.13,36.14,1.59,-14.24,9.15,0.27,108.47
0.311,47.12,31.34,1.59,-14.24,6.2,0.27,108.47
0.351,15.13,40.25,1.59,-14.24,9.15,0.27,108.47
0.352,15.13,31.34,0.55,-14.24,6.2,0.27,108.47
0.313,56.55,32.17,1.59,-14.24,9.15,0.27,101.81
0.328,15.13,32.17,0.2,-14.24,6.2,0.27,108.47
0.37,15.13,32.17,1.59,-12.32,6.2,0.27,101.81
0.337,15.13,32.17,1.96,-1.45,9.15,0.27,101.81
0.349,15.13,32.17,0.73,-14.24,9.15,0.27,101.81
0.354,15.13,32.17,1.96,-4.14,9.15,0.27,108.47
0.341,15.13,32.17,0.47,-14.24,9.15,0.27,108.47
0.379,15.13,32.17,1.59,-14.24,7.73,0.27,101.81
0.309,45.96,31.34,1.59,-14.24,9.15,0.27,108.47
0.378,15.13,32.17,1.59,-14.24,5.62,0.27,101.81
0.35,15.13,32.17,0.81,-14.24,6.2,0.27,108.47
0.367,15.13,32.17,1.96,-14.24,2.7,0.27,101.81
0.37,15.13,32.17,1.96,-14.24,9.15,6.07,101.81
0.362,15.13,36.07,1.59,-14.24,6.2,0.27,101.81
0.356,15.13,44.17,1.96,-14.24,9.15,0.27,108.47
0.389,15.13,32.17,1.59,-14.24,6.2,0.27,54.88
