score,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.3942,58.2,34.94,1.44,-8.97,4.76,7.46,244.26,32.19,30.3,1.71,-4.41,2.88,6.05,283.31,50.26,45.98,1.93,-6.34,3.64,3.84,121.63,19.2,49.27,0.99,-6.4,4.34,9.51,188.34
0.4297,16.37,35.98,1.31,-12.23,4.06,4.58,158.59,34.94,49.64,1.85,-1.49,6.48,7.31,199.55,17.31,36.11,1.73,-11.54,5.92,7.13,77.57,19.36,51.52,0.57,-12.83,5.82,2.74,265.13
0.3536,48.73,52.18,0.79,-5.73,2.45,2.54,270.96,32.95,31.88,1.1,-6.6,8.25,5.62,156.65,30.2,52.83,1.79,-10.91,4.12,9.9,184.29,43.33,33.45,0.44,-5.95,1.99,6.8,110.54
0.3573,16.37,46.82,0.37,-9.89,3.32,7.51,78.3,59.72,39.16,0.95,-3.53,5.36,1.39,114.8,21.32,56.8,1.99,-11.16,4.95,7.91,187.02,45.17,32.54,1.08,-2.59,1.86,9.8,115.16
0.4643,41.15,55.28,0.62,-14.44,1.07,3.64,191.2,19.5,31.89,0.86,-13.65,6.71,9.23,103.8,29.62,31.86,1.85,-4.07,7.91,3.84,266.96,35.01,38.66,1.6,-13.2,7.65,8.45,85.19
0.2674,33.01,57.98,1.66,-0.9,8.49,5.01,285.82,58.52,49.76,0.52,-3.09,7.23,3.28,208.56,23.78,50.1,0.01,-9.62,3.99,7.03,61.35,59.5,59.83,1.75,-3.34,1.04,9.75,237.26
0.3392,15.72,48.31,1.79,-3.76,9.91,1.59,177.3,16.61,59.51,1.82,-1.7,3.9,8.91,135.32,52.28,48.65,1.84,-6.42,4.01,0.26,102.43,43.34,35.74,0.04,-11.58,7.65,3.52,188.93
0.3532,33.77,47.97,1.97,-5.28,3.94,1.81,209.14,25.73,52.97,0.32,-12.7,3.04,8.35,183.38,36.85,38.45,0.4,-6.29,3.65,1.43,89.2,31.73,37.42,0.77,-10.35,4.13,0.31,87.84
0.3463,37.84,30.31,1.39,-1.76,6.02,9.64,180.28,35.83,45.38,1.81,-1.56,9.73,4.29,66.52,40.79,40.04,0.2,-11.25,7.65,9.62,193.45,17.32,58.23,1.06,-1.48,8.01,1.33,164.24
0.3612,45.48,55.53,0.28,-1.76,6.45,3.99,66.83,39.36,31.95,1.49,-2.58,7.64,1.76,245.04,45.86,52.97,1.3,-0.53,4.22,4.6,177.86,15.48,48.71,1.78,-9.03,5.8,3.16,140.06
0.3462,40.72,57.54,1.2,-12.91,5.56,0.82,113.14,28.4,49.31,0.71,-13.52,1.56,5.82,213.72,17.05,49.2,0.85,-9.62,9.04,6.82,104.12,15.39,57.09,0.59,-6.59,8.7,6.78,241.48
0.32,51.99,39.79,0.18,-14.63,7.35,5.74,155.54,27.38,57.06,1.95,-2.81,5.73,8.63,94.95,37.94,34.33,1.21,-4.24,4.1,3.08,258.76,29.86,55.23,0.32,-12.74,1.14,5.24,189.92
0.3077,49.59,32.94,0.56,-6.06,7.03,7.69,184.36,56.39,33.92,1.46,-3.24,9.88,7.64,179.79,54.71,55.45,1.48,-4.54,6.95,2.09,198.94,45.8,52.34,0.25,-4.28,8.56,4.56,92.74
0.3632,52.75,56.84,1.47,-13.6,5.88,8.54,137.95,24.77,36.46,1.83,-3.54,6.49,2.98,259.47,36.25,50.3,0.09,-4.1,6.76,6.68,250.16,35.9,30.15,0.52,-2.11,9.13,8.68,181.89
0.3228,16.06,37.48,0.15,-4.95,9.01,4.52,196.58,33.51,45.77,0.5,-5.77,4.93,9.83,227.07,29.47,36.06,1.75,-1.5,8.29,9.74,248.14,49.1,56.81,1.48,-7.21,1.98,4.24,116.69
0.3442,40.36,48.64,1.86,-4.76,9.74,2.36,273.64,25.9,46.61,0.84,-14.34,8.28,1.24,241.58,54.28,45.23,1.25,-6.75,8.31,9.0,209.82,30.02,51.93,0.15,-10.37,7.4,5.92,238.96
0.2735,48.62,51.99,0.63,-4.7,4.51,8.05,173.6,33.49,56.52,0.86,-0.46,6.75,4.51,176.43,26.62,45.81,0.91,-12.97,4.62,3.99,141.68,44.3,33.54,0.7,-1.23,5.36,8.62,124.81
0.3684,56.0,58.72,0.14,-0.7,3.27,1.72,130.44,37.98,37.02,0.78,-4.97,3.41,8.11,253.41,47.9,35.08,0.07,-10.49,1.9,0.85,56.81,56.14,30.81,1.81,-1.45,7.36,1.36,281.17
0.366,28.06,32.77,1.97,-0.42,9.65,4.99,227.98,57.27,47.87,1.31,-12.86,9.75,1.2,146.96,27.99,58.84,1.19,-1.57,7.52,7.05,226.84,51.28,56.06,0.3,-2.14,6.0,5.73,189.53
0.3852,50.97,34.14,1.78,-14.98,3.03,6.26,131.82,34.04,36.13,0.38,-2.78,6.35,7.94,117.62,52.29,57.78,1.93,-11.69,3.96,8.18,114.32,18.21,49.37,0.52,-13.49,7.62,1.68,176.86
0.354,23.54,38.27,0.74,-0.68,1.19,1.97,168.01,22.13,40.13,1.59,-8.53,1.28,2.56,273.83,43.73,57.86,1.34,-3.51,8.06,5.96,51.27,25.7,37.63,1.62,-10.54,3.38,8.8,100.65
0.3511,58.05,36.04,1.11,-0.31,7.32,5.55,151.18,59.99,43.5,1.29,-5.23,3.52,1.46,247.26,16.03,40.71,1.0,-3.1,3.32,5.57,73.4,57.81,50.35,1.93,-9.25,1.43,7.55,130.6
0.2701,39.59,51.79,1.0,-9.63,9.43,2.51,202.02,54.26,50.35,0.87,-7.46,9.15,5.78,220.31,50.73,46.22,0.18,-5.99,8.36,3.85,205.14,48.76,36.28,0.19,-0.49,5.71,5.31,69.16
0.3108,37.57,43.43,1.67,-10.12,3.84,4.71,293.6,44.3,48.9,0.41,-5.21,4.64,3.71,91.99,58.96,45.11,1.25,-11.52,2.86,5.89,149.34,27.21,32.18,0.74,-3.59,2.82,3.5,261.44
0.3931,57.79,32.33,0.78,-10.91,7.71,1.23,145.1,17.3,57.59,1.86,-2.51,9.99,4.75,272.94,16.26,48.57,0.56,-8.87,4.08,3.15,104.52,56.84,43.84,0.41,-5.0,8.94,9.26,148.72
0.3689,53.34,33.76,1.12,-9.98,4.83,1.94,293.19,50.74,42.09,1.16,-1.59,4.85,0.53,294.42,20.24,37.42,0.36,-14.13,1.72,7.11,136.46,41.96,39.95,0.67,-7.55,3.85,9.4,162.16
0.3319,35.29,40.94,0.15,-1.52,1.27,3.15,232.97,45.54,38.75,1.85,-11.83,9.37,6.21,278.61,37.19,42.79,1.03,-6.47,9.53,0.79,269.71,18.0,50.62,0.25,-1.22,9.06,4.87,187.72
0.4174,16.24,52.15,0.18,-2.2,1.58,1.26,260.02,48.82,42.3,1.78,-8.25,4.9,8.44,119.9,34.14,45.8,1.37,-11.37,3.64,0.67,75.89,15.6,31.35,0.76,-14.85,9.2,6.76,213.76
0.4059,40.44,32.3,1.16,-4.71,2.35,0.18,73.39,22.67,42.09,1.29,-14.31,1.99,7.11,161.23,29.21,51.92,1.95,-4.76,4.02,8.82,117.3,35.38,30.22,1.67,-1.03,5.46,4.94,251.7
0.3447,49.25,32.74,1.43,-1.24,4.83,6.78,103.84,38.69,55.98,1.88,-14.59,3.48,5.47,183.5,22.33,58.43,1.53,-11.66,4.68,9.77,206.25,33.98,42.11,0.62,-8.28,3.18,9.72,123.12
0.2917,45.32,58.4,1.62,-2.41,6.98,5.94,150.98,41.81,55.64,1.98,-9.85,9.0,0.76,258.2,45.27,46.59,0.68,-12.85,9.15,8.24,217.25,33.32,57.21,0.37,-6.84,4.57,9.52,228.25
0.3421,19.42,56.97,1.99,-5.97,2.61,0.9,267.13,24.42,38.19,0.16,-9.19,6.56,7.93,147.97,51.43,36.85,0.54,-4.15,4.41,4.52,122.99,27.74,52.95,0.49,-5.49,1.9,5.07,248.52
0.3475,40.16,35.44,0.34,-10.18,8.4,6.46,58.04,59.57,45.89,0.53,-7.66,4.92,7.28,255.36,15.6,47.93,0.94,-7.5,3.31,6.12,134.39,57.01,59.67,1.42,-13.95,9.32,5.18,226.64
0.3741,50.71,54.59,1.93,-7.42,5.49,2.4,80.06,31.12,52.2,1.9,-10.41,5.87,9.5,75.4,20.43,39.63,0.45,-7.28,9.53,0.32,110.94,18.34,39.97,0.48,-4.84,9.23,6.97,220.12
0.2871,42.18,45.46,0.4,-3.27,4.79,3.0,192.0,46.38,53.53,0.14,-1.8,7.62,7.83,213.62,33.85,35.43,0.88,-13.51,9.62,2.96,71.01,24.91,56.36,0.36,-10.28,4.56,8.56,231.43
0.3054,21.54,43.04,1.93,-1.29,7.81,8.94,187.4,46.48,44.84,0.49,-8.0,8.76,4.3,88.22,52.03,58.71,1.35,-0.85,1.9,8.14,134.02,16.61,43.42,0.42,-2.94,1.18,0.26,81.85
0.4353,53.18,40.31,0.5,-3.25,7.33,2.56,258.22,58.45,32.8,1.37,-11.61,7.25,0.18,132.1,56.26,49.35,1.36,-13.09,5.36,5.61,67.88,40.92,36.41,1.79,-11.4,4.8,6.33,124.72
0.3404,44.24,55.19,0.1,-4.27,7.14,1.12,106.79,17.95,35.89,1.18,-2.71,8.92,1.31,159.96,26.54,39.31,1.75,-12.88,9.84,1.56,273.16,31.29,58.23,1.19,-4.3,9.42,6.96,241.43
0.3501,23.61,51.1,1.67,-7.43,6.63,6.05,250.61,57.18,50.94,0.72,-7.39,8.21,8.5,113.42,31.51,33.64,0.22,-13.81,8.72,0.86,295.36,42.89,35.48,0.97,-4.93,4.53,8.22,51.54
0.3634,19.18,42.11,1.43,-1.45,4.17,8.02,273.32,35.18,46.9,1.67,-9.31,8.91,0.5,232.97,52.49,45.28,1.56,-0.26,8.82,1.07,270.18,15.23,41.67,0.68,-0.14,9.99,0.46,205.94
0.4048,56.23,51.06,1.3,-0.55,8.72,1.06,194.46,41.68,40.19,1.08,-2.74,8.52,1.53,147.35,25.66,32.31,0.53,-12.66,6.51,6.16,258.17,17.67,31.54,0.54,-6.12,7.22,7.77,59.93
0.2749,55.69,51.7,0.0,-2.93,5.51,4.81,156.66,52.68,30.67,1.23,-0.29,7.87,5.76,139.33,50.05,47.8,0.99,-3.89,7.09,2.04,126.37,27.92,51.94,0.27,-2.96,4.52,6.55,133.18
0.2548,27.24,49.25,1.41,-5.63,8.07,7.66,252.24,20.45,56.15,0.09,-3.78,5.84,1.37,225.48,59.52,46.89,1.31,-13.58,5.56,8.44,116.04,39.15,49.57,0.46,-4.27,7.14,3.84,198.47
0.4481,41.15,55.28,0.5,-4.59,7.33,2.56,191.2,58.45,32.8,1.37,-13.65,7.25,0.18,103.8,29.62,49.35,1.36,-13.09,7.91,5.61,266.96,35.01,38.66,1.79,-13.2,7.65,8.45,124.72
0.4448,41.15,55.28,0.62,-3.25,1.07,2.56,258.22,19.5,31.89,1.37,-13.65,6.71,9.23,132.1,29.62,49.35,1.36,-4.07,7.91,3.84,67.88,35.01,36.41,1.79,-11.4,4.8,4.03,85.19
0.4815,53.18,40.31,0.5,-3.25,7.33,2.56,258.22,19.5,31.89,0.86,-13.65,7.25,0.18,132.1,31.38,49.35,1.85,-4.07,5.36,5.61,266.96,40.92,36.41,1.6,-11.4,4.8,8.45,124.72
0.4127,41.15,55.28,0.62,-3.25,7.33,2.56,258.22,58.45,31.89,1.37,-13.65,6.71,9.23,103.8,29.62,49.35,1.85,-13.09,5.36,7.48,67.88,35.01,36.41,1.79,-11.4,4.8,6.33,85.19
0.5092,53.18,40.31,0.5,-3.25,7.33,3.64,191.2,19.5,31.89,0.86,-11.61,7.25,0.18,103.8,56.26,30.56,1.85,-13.09,5.36,3.84,266.96,35.01,36.41,1.6,-11.4,4.8,8.45,124.72
0.4642,41.15,55.28,0.5,-14.44,1.07,2.56,191.2,58.45,31.89,1.37,-13.65,7.25,0.18,103.8,29.62,49.35,1.85,-4.07,7.91,3.84,67.88,40.92,36.41,1.79,-11.4,8.95,8.45,124.72
0.4428,53.18,40.31,0.62,-3.25,1.07,2.56,258.22,58.45,31.89,1.37,-11.61,6.71,0.18,132.1,29.62,49.35,1.85,-4.07,5.36,5.61,67.88,40.92,36.41,1.79,-7.73,7.65,8.45,85.19
0.4352,53.18,55.28,0.62,-14.44,7.33,3.64,258.22,58.45,32.8,1.37,-11.61,6.71,9.23,103.8,29.62,31.86,1.85,-4.07,7.91,3.84,67.88,40.92,38.66,1.6,-11.4,7.65,8.45,177.12
0.4728,41.15,55.28,0.5,-14.44,1.07,2.56,191.2,58.45,32.8,0.86,-13.65,7.25,0.18,103.8,56.26,31.86,1.85,-4.07,5.36,5.61,266.96,35.01,38.9,1.6,-11.4,7.65,8.45,85.19
0.4784,41.15,55.28,0.5,-3.25,7.33,2.56,191.2,19.5,31.89,1.37,-13.65,4.2,0.18,103.8,56.26,49.35,1.85,-13.09,5.36,5.61,266.96,40.92,36.41,1.79,-13.2,4.8,6.33,124.72
0.4178,41.15,40.31,0.62,-3.25,7.33,3.64,258.22,32.89,31.89,1.37,-13.65,7.25,9.23,132.1,29.62,49.35,1.36,-13.09,5.36,5.61,266.96,40.92,38.66,1.79,-13.2,4.8,8.45,124.72
0.4352,53.18,40.31,0.5,-14.44,1.07,3.64,191.2,58.45,31.89,0.86,-11.61,6.71,9.23,103.8,29.62,31.86,1.85,-4.43,5.36,5.61,67.88,35.01,38.66,1.6,-11.4,7.65,8.45,124.72
0.4403,41.15,40.31,0.62,-3.25,1.07,2.56,258.22,58.45,32.8,1.37,-11.61,7.25,8.41,103.8,29.62,31.86,1.36,-4.07,5.36,3.84,266.96,35.01,36.41,1.6,-11.4,4.8,8.45,85.19
0.4491,53.18,40.31,0.62,-14.44,1.07,3.64,191.2,58.45,32.8,1.37,-13.65,7.25,9.23,103.8,29.62,31.86,1.36,-4.07,5.36,5.61,116.27,35.01,36.41,1.6,-11.4,4.8,6.33,124.72
0.4511,41.15,55.28,0.62,-14.44,1.07,3.64,258.22,19.5,31.89,0.86,-13.65,7.25,9.23,103.8,56.26,31.86,1.85,-4.07,7.91,5.61,266.96,35.01,36.41,1.14,-11.4,4.8,8.45,124.72
0.4405,41.15,40.31,0.5,-14.44,7.33,3.64,258.22,19.5,32.8,0.86,-13.65,7.25,9.23,132.1,56.26,49.35,1.55,-13.09,7.91,3.84,67.88,40.92,38.66,1.79,-13.2,4.8,8.45,85.19
0.4316,41.15,40.31,0.5,-3.25,1.07,2.56,258.22,19.5,31.89,1.37,-13.65,7.25,9.23,132.1,56.26,49.35,1.36,-4.07,7.91,3.84,235.95,40.92,38.66,1.79,-11.4,7.65,8.45,85.19
0.3978,53.18,40.31,0.62,-14.44,1.07,2.56,258.22,58.45,31.89,0.86,-13.65,6.71,9.23,132.1,29.62,49.35,1.85,-13.09,5.36,3.84,266.96,35.01,42.38,1.79,-11.4,7.65,6.33,85.19
0.4767,41.15,55.28,0.36,-14.44,7.33,3.64,258.22,19.5,32.8,1.37,-13.65,7.25,0.18,132.1,29.62,49.35,1.85,-4.07,7.91,3.84,67.88,40.92,38.66,1.6,-11.4,7.65,6.33,124.72
0.4669,41.15,55.28,0.5,-14.44,7.33,3.64,191.2,19.5,32.8,1.37,-11.61,7.25,9.23,103.8,29.62,31.86,0.02,-4.07,5.36,5.61,67.88,35.01,38.66,1.79,-13.2,7.65,6.33,85.19
0.4695,53.18,55.28,0.62,-3.25,1.07,2.56,258.22,19.5,31.89,1.37,-11.61,7.25,0.18,103.8,56.26,49.35,1.36,-13.09,7.91,5.61,266.96,35.01,36.41,1.6,-13.2,8.28,6.33,124.72
0.5078,41.15,40.31,0.5,-14.44,1.07,2.56,258.22,19.5,32.8,1.37,-11.61,7.25,0.18,103.8,56.26,31.86,1.36,-13.09,5.36,3.84,67.88,40.92,36.41,1.6,-13.2,6.58,8.45,124.72
0.4832,41.15,40.31,0.5,-3.25,1.07,3.64,191.2,58.45,32.8,1.37,-11.61,6.64,0.18,132.1,29.62,31.86,1.85,-13.09,7.91,5.61,266.96,35.01,36.41,1.79,-13.2,7.65,8.45,124.72
0.5272,53.18,40.31,0.5,-14.44,5.48,2.56,258.22,19.5,31.89,0.86,-13.65,7.25,0.18,103.8,29.62,31.86,1.36,-4.07,5.36,5.61,266.96,35.01,36.41,1.6,-11.4,4.8,6.33,124.72
0.4804,53.18,40.31,0.5,-3.25,7.33,3.64,191.2,26.79,31.89,0.86,-11.61,6.71,0.18,103.8,56.26,31.86,1.85,-4.07,5.36,5.61,67.88,40.92,36.41,1.79,-11.4,4.8,6.33,124.72
0.4603,53.18,40.31,0.62,-14.44,1.07,3.64,258.22,19.5,32.8,1.37,-11.61,6.71,0.18,132.1,29.62,49.35,1.85,-13.09,1.08,3.84,67.88,35.01,38.66,1.6,-13.2,7.65,8.45,85.19
0.4478,53.18,55.28,1.39,-3.25,7.33,2.56,258.22,58.45,32.8,1.37,-13.65,7.25,0.18,132.1,29.62,49.35,1.36,-4.07,5.36,3.84,67.88,35.01,36.41,1.6,-11.4,4.8,6.33,124.72
0.4219,53.18,55.28,0.62,-3.25,7.33,2.56,258.22,19.5,31.89,1.37,-11.61,6.85,9.23,103.8,56.26,49.35,1.36,-4.07,7.91,3.84,266.96,40.92,36.41,1.79,-13.2,4.8,8.45,124.72
0.4617,53.18,55.28,0.5,-3.25,7.33,2.56,258.22,19.5,31.89,1.37,-11.61,7.25,0.18,103.8,29.62,49.35,1.37,-4.07,5.36,3.84,266.96,40.92,36.41,1.6,-11.4,4.8,8.45,85.19
0.4487,41.15,55.28,0.5,-3.25,1.07,2.56,258.22,58.45,31.89,1.37,-13.65,6.71,9.23,103.8,29.62,31.86,0.4,-4.07,5.36,5.61,266.96,35.01,36.41,1.6,-11.4,4.8,8.45,85.19
0.4699,53.18,55.28,0.62,-3.25,7.33,3.64,155.14,19.5,31.89,1.37,-13.65,7.25,9.23,103.8,29.62,31.86,1.36,-13.09,5.36,3.84,266.96,35.01,38.66,1.6,-11.4,4.8,8.45,85.19
0.4812,53.18,55.28,0.62,-14.44,1.07,3.64,258.22,19.5,31.89,0.86,-13.65,6.71,9.23,132.1,56.26,31.86,1.85,-13.09,7.91,5.61,67.88,40.92,36.41,1.6,-13.2,4.8,1.19,85.19
0.4659,41.15,55.28,0.5,-14.44,7.33,2.56,191.2,19.5,32.8,0.86,-13.65,6.71,0.18,132.1,56.26,49.35,1.36,-13.09,7.91,5.61,67.88,49.79,38.66,1.6,-13.2,7.65,6.33,85.19
0.4245,47.08,55.28,0.5,-3.25,7.33,3.64,258.22,19.5,31.89,1.37,-11.61,7.25,9.23,103.8,56.26,49.35,1.85,-4.07,7.91,3.84,67.88,35.01,38.66,1.79,-13.2,7.65,6.33,124.72
0.5205,41.15,40.31,0.62,-14.44,7.33,3.64,289.11,19.5,31.89,1.37,-11.61,6.71,0.18,103.8,29.62,31.86,1.85,-4.07,7.91,3.84,67.88,40.92,36.41,1.6,-13.2,7.65,8.45,85.19
0.4776,41.15,40.31,0.5,-14.44,1.07,2.56,258.22,19.5,31.89,0.8,-13.65,7.25,9.23,103.8,29.62,31.86,1.85,-13.09,7.91,3.84,266.96,40.92,38.66,1.79,-11.4,7.65,6.33,124.72
0.486,53.18,55.28,0.62,-14.44,7.33,2.56,191.2,19.5,31.89,1.37,-13.65,6.71,0.18,132.1,56.26,49.35,1.36,-13.09,7.91,5.61,266.96,35.01,36.41,1.6,-14.46,7.65,8.45,124.72
0.462,53.18,40.31,0.5,-14.44,1.07,9.1,258.22,58.45,31.89,1.37,-13.65,7.25,0.18,132.1,29.62,49.35,1.36,-4.07,5.36,5.61,67.88,40.92,36.41,1.79,-11.4,4.8,8.45,124.72
0.4328,41.15,55.28,0.5,-3.25,7.33,3.64,258.22,58.45,32.8,0.86,-13.65,7.25,9.23,103.8,29.62,31.86,1.85,-4.07,5.36,5.61,266.96,40.92,38.66,1.78,-11.4,4.8,8.45,85.19
0.4661,53.18,55.28,0.5,-3.25,1.07,3.64,258.22,19.5,43.66,1.37,-13.65,6.71,0.18,132.1,29.62,31.86,1.85,-13.09,5.36,3.84,67.88,35.01,38.66,1.6,-11.4,7.65,6.33,85.19
0.467,53.18,55.28,0.62,-3.25,1.07,2.56,191.2,19.5,32.8,1.37,-11.61,7.25,0.18,103.8,29.62,49.35,1.85,-13.09,5.36,3.84,67.88,40.92,36.41,1.6,-13.2,4.8,8.45,169.98
0.4612,41.15,55.28,0.5,-14.44,7.33,3.64,191.2,19.5,32.8,1.37,-11.61,6.71,0.18,132.1,29.62,49.35,1.36,-13.09,7.91,5.61,266.96,35.01,36.41,1.79,-7.47,7.65,8.45,85.19
0.4776,41.15,55.28,0.62,-3.25,1.07,3.64,258.22,58.45,31.89,1.37,-11.61,6.53,0.18,103.8,29.62,31.86,1.85,-4.07,5.36,5.61,67.88,35.01,36.41,1.79,-11.4,7.65,8.45,85.19
0.4364,41.15,40.31,0.5,-14.44,7.33,2.56,191.2,58.45,31.89,0.86,-11.61,6.71,9.23,103.8,29.62,31.86,1.85,-4.07,7.91,5.61,67.88,40.92,58.39,1.6,-13.2,7.65,8.45,85.19
0.4009,41.15,40.31,0.5,-14.44,7.33,2.56,191.2,19.5,32.8,0.86,-13.65,1.3,9.23,132.1,56.26,49.35,1.36,-4.07,5.36,5.61,266.96,35.01,38.66,1.6,-11.4,7.65,6.33,85.19
0.445,41.15,55.28,0.5,-3.25,1.07,2.56,191.2,19.5,31.89,0.86,-10.96,6.71,0.18,103.8,29.62,49.35,1.36,-4.07,7.91,3.84,266.96,35.01,38.66,1.6,-11.4,7.65,8.45,85.19
0.4422,41.15,55.28,0.5,-14.44,5.52,3.64,191.2,58.45,31.89,1.37,-11.61,7.25,0.18,132.1,56.26,49.35,1.85,-13.09,7.91,3.84,67.88,40.92,38.66,1.6,-13.2,7.65,8.45,124.72
0.4624,53.18,55.28,0.5,-14.44,1.07,3.64,191.2,19.5,32.8,0.86,-13.65,6.71,6.44,132.1,56.26,31.86,1.85,-13.09,7.91,5.61,266.96,40.92,36.41,1.6,-11.4,4.8,8.45,85.19
0.4475,53.18,40.31,0.5,-3.25,1.07,3.64,191.2,58.45,32.8,1.37,-11.61,7.49,0.18,103.8,29.62,49.35,1.85,-13.09,7.91,3.84,266.96,40.92,36.41,1.79,-11.4,7.65,6.33,85.19
0.4272,41.15,40.31,0.5,-3.25,7.33,3.64,191.2,19.5,31.89,1.37,-11.61,7.25,9.23,132.1,56.26,49.35,1.36,-13.09,5.36,5.61,67.88,35.01,38.66,1.6,-13.2,7.8,6.33,85.19
0.5183,53.18,40.31,0.5,-3.25,7.33,2.56,258.22,19.5,32.8,0.86,-13.65,6.71,0.18,103.8,29.62,31.86,1.85,-4.07,7.91,4.47,67.88,35.01,36.41,1.79,-11.4,4.8,6.33,124.72
0.4789,41.15,55.28,0.5,-14.44,7.33,3.64,258.22,36.46,32.8,1.37,-11.61,6.71,0.18,132.1,29.62,31.86,1.85,-13.09,5.36,3.84,67.88,40.92,36.41,1.6,-11.4,4.8,8.45,85.19
0.4826,53.18,40.31,0.62,-14.44,7.33,2.56,258.22,19.5,31.89,1.37,-11.61,6.71,0.18,103.8,56.26,49.35,1.85,-13.09,5.36,5.61,266.96,35.01,38.66,1.72,-13.2,4.8,6.33,85.19
