score,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.495,52.35,53.66,0.71,-12.5,8.29,3.37,55.17,22.65,36.41,0.84,-12.99,7.92,4.38,60.17,17.52,38.99,1.31,-13.92,6.41,9.81,141.07,52.59,50.65,1.08,-8.88,6.83,1.37,231.06
0.4842,35.19,53.66,1.32,-12.5,8.29,3.37,55.17,22.65,36.41,0.84,-12.99,7.92,4.38,115.76,36.98,42.45,1.31,-12.14,9.31,9.81,217.19,16.88,50.65,1.33,-11.49,6.83,5.58,127.81
0.4682,35.19,54.12,1.32,-14.6,5.76,3.37,245.56,22.65,36.41,1.7,-13.56,7.02,4.38,60.17,41.61,42.45,1.31,-13.92,6.41,9.81,217.19,53.3,50.65,1.08,-8.88,7.77,5.58,127.81
0.5379,35.19,46.46,0.71,-14.6,8.29,4.39,277.01,22.65,32.54,1.7,-12.99,7.92,4.38,115.76,17.52,38.99,1.31,-12.14,6.41,9.81,141.07,16.88,50.65,1.33,-8.88,7.77,5.58,127.81
0.4961,52.35,53.66,1.32,-14.6,8.29,3.37,55.06,44.92,32.54,0.84,-13.56,7.92,4.38,115.76,17.52,38.99,1.67,-12.14,6.41,9.81,141.07,53.3,52.21,1.08,-11.49,6.83,1.37,231.06
0.4703,35.19,53.66,1.32,-14.6,5.76,4.39,277.01,44.92,32.54,1.7,-12.99,7.02,4.38,115.76,41.37,38.99,1.31,-13.92,6.41,2.54,141.07,53.3,52.21,1.08,-8.88,7.77,1.37,231.06
0.5063,52.35,54.12,1.32,-7.69,5.76,4.39,55.17,22.65,32.54,0.84,-13.56,7.92,4.38,115.76,17.52,38.99,1.31,-12.14,6.41,2.54,217.19,53.3,50.65,1.33,-11.49,6.83,1.37,127.81
0.4865,35.19,53.66,1.32,-14.6,8.29,4.39,277.01,22.65,36.41,1.7,-13.56,7.02,4.38,115.76,41.61,38.99,1.31,-13.92,9.31,2.54,141.07,53.3,50.23,1.33,-8.88,6.83,1.37,231.06
0.459,35.19,54.12,1.32,-12.5,8.29,4.39,55.17,22.65,36.41,1.7,-12.99,7.02,4.38,115.76,41.61,52.9,1.31,-12.14,9.31,9.81,217.19,53.3,50.65,1.33,-8.88,7.77,1.37,231.06
0.4797,35.19,53.66,0.71,-12.5,5.76,3.37,55.17,22.65,36.41,0.84,-13.56,7.92,4.36,60.17,41.61,42.45,1.31,-13.92,6.41,2.54,141.07,16.88,50.65,1.08,-11.49,7.77,5.58,231.06
0.4991,52.35,54.12,0.71,-9.03,8.29,4.39,277.01,22.65,36.41,1.7,-12.99,7.02,0.54,60.17,17.52,42.45,1.67,-13.92,6.41,9.81,217.19,53.3,50.65,1.08,-11.49,6.83,5.58,127.81
0.4953,52.35,53.66,1.32,-14.6,5.76,4.39,55.17,22.65,32.54,0.84,-12.99,7.02,4.38,115.76,41.61,38.99,1.67,-12.14,6.41,9.81,217.19,16.88,50.65,1.33,-8.88,7.77,4.94,231.06
0.5087,52.35,54.12,0.71,-12.5,8.29,4.39,277.01,22.65,32.54,1.75,-12.99,7.02,0.54,60.17,41.61,42.45,1.67,-12.14,9.31,9.81,217.19,16.88,50.65,1.08,-11.49,7.77,1.37,231.06
0.4878,52.35,53.66,1.32,-12.5,8.29,4.39,124.01,22.65,32.54,0.84,-13.56,7.02,0.54,115.76,41.61,42.45,1.31,-12.14,9.31,9.81,217.19,53.3,50.65,1.33,-11.49,6.83,1.37,127.81
0.4794,52.35,53.66,1.32,-12.5,5.76,3.37,55.17,39.87,36.41,1.7,-13.56,7.02,0.54,60.17,41.61,42.45,1.67,-12.14,9.31,2.54,141.07,16.88,52.21,1.33,-11.49,7.77,5.58,127.81
0.4589,52.35,51.25,0.71,-14.6,8.29,4.39,277.01,44.92,32.54,0.84,-12.99,7.92,4.38,60.17,41.61,38.99,1.67,-13.92,6.41,9.81,217.19,53.3,52.21,1.33,-11.49,6.83,5.58,127.81
0.4648,35.19,53.66,0.71,-12.5,5.76,3.37,55.17,22.65,36.41,0.84,-12.99,7.02,0.54,115.76,41.61,42.45,1.67,-13.92,9.31,9.81,141.07,53.3,50.65,1.08,-8.88,6.83,1.37,100.46
0.5266,35.19,54.12,1.32,-14.6,5.76,4.39,277.01,22.65,36.41,0.84,-12.99,7.02,0.54,115.76,17.52,42.45,1.67,-13.92,6.41,9.81,58.88,16.88,50.65,1.08,-11.49,6.83,1.37,231.06
0.4735,35.19,54.12,0.71,-14.6,5.76,4.39,277.01,44.92,36.41,1.7,-13.56,7.02,0.54,60.17,41.61,38.99,1.31,-13.92,6.41,7.87,141.07,16.88,50.65,1.08,-11.49,6.83,5.58,127.81
0.5219,35.19,54.12,1.32,-12.5,6.87,4.39,55.17,22.65,36.41,1.7,-12.99,7.02,0.54,60.17,17.52,42.45,1.67,-13.92,6.41,9.81,217.19,53.3,50.65,1.08,-8.88,6.83,1.37,231.06
0.5152,35.19,40.06,0.71,-14.6,8.29,4.39,277.01,22.65,32.54,1.7,-13.56,7.92,0.54,115.76,41.61,38.99,1.67,-12.14,6.41,9.81,217.19,53.3,52.21,1.33,-8.88,7.77,5.58,231.06
0.4711,35.19,54.12,1.32,-14.6,8.29,4.39,55.17,44.92,36.41,1.7,-13.56,7.02,0.54,60.17,41.61,38.99,1.67,-12.14,9.31,9.81,176.92,53.3,50.65,1.08,-8.88,6.83,5.58,127.81
0.5247,35.19,53.66,0.71,-14.6,5.76,3.37,277.01,22.65,32.54,0.84,-13.56,7.02,4.38,115.76,17.52,42.45,1.31,-13.92,9.31,2.54,217.19,16.88,52.21,1.33,-8.88,7.77,1.37,231.06
0.4836,35.19,53.66,0.71,-14.6,8.29,4.39,277.01,22.65,32.54,1.7,-1.49,7.92,0.54,60.17,17.52,42.45,1.67,-13.92,9.31,9.81,217.19,16.88,52.21,1.08,-11.49,7.77,1.37,231.06
0.5471,35.19,54.12,0.71,-14.6,8.29,3.37,55.17,22.65,32.54,1.7,-13.56,7.92,4.38,115.76,17.52,38.99,1.67,-12.14,9.31,2.54,217.19,18.24,52.21,1.33,-8.88,7.77,5.58,127.81
0.4766,35.19,54.12,1.32,-14.6,5.76,4.39,277.01,22.65,36.41,1.7,-12.99,7.92,0.54,115.76,41.61,42.45,1.67,-13.92,9.31,9.81,141.07,57.1,52.21,1.08,-8.88,7.77,5.58,127.81
0.5512,35.19,53.66,1.32,-14.6,8.29,8.1,55.17,22.65,32.54,1.7,-12.99,7.92,0.54,60.17,17.52,42.45,1.31,-12.14,9.31,9.81,217.19,16.88,52.21,1.33,-8.88,6.83,1.37,231.06
0.5086,52.35,54.04,0.71,-14.6,8.29,4.39,277.01,44.92,32.54,0.84,-13.56,7.92,4.38,115.76,17.52,38.99,1.31,-12.14,6.41,2.54,141.07,16.88,50.65,1.33,-11.49,6.83,1.37,127.81
0.455,52.35,53.66,0.71,-12.5,8.29,3.37,55.17,44.92,36.41,0.84,-12.99,7.92,4.38,60.17,41.61,38.99,1.31,-13.92,6.41,2.54,141.07,16.88,50.65,1.33,-11.49,8.57,5.58,231.06
0.4752,35.19,53.66,1.32,-14.6,5.76,4.39,55.17,22.65,32.54,0.84,-12.99,7.02,4.38,180.8,41.61,42.45,1.31,-13.92,9.31,9.81,217.19,53.3,52.21,1.33,-11.49,6.83,5.58,127.81
0.5035,52.35,53.66,1.32,-12.5,8.29,3.37,277.01,22.65,38.18,0.84,-12.99,7.92,4.38,115.76,17.52,42.45,1.67,-13.92,9.31,9.81,141.07,16.88,50.65,1.08,-11.49,6.83,5.58,127.81
0.4671,35.19,53.66,1.32,-14.6,5.76,4.39,55.17,44.92,32.54,0.84,-13.56,7.02,4.38,60.17,41.61,59.98,1.31,-12.14,9.31,9.81,141.07,16.88,52.21,1.08,-8.88,7.77,5.58,231.06
0.5178,52.35,54.12,1.32,-12.5,8.29,3.37,55.17,44.92,32.54,0.84,-13.56,7.92,0.54,60.17,17.52,36.52,1.31,-13.92,9.31,9.81,141.07,53.3,50.65,1.08,-11.49,6.83,1.37,231.06
0.5067,52.35,54.12,1.32,-14.6,8.29,3.37,55.17,22.65,53.37,0.84,-13.56,7.02,4.38,115.76,17.52,38.99,1.67,-13.92,6.41,9.81,217.19,16.88,50.65,1.33,-8.88,7.77,5.58,231.06
0.4763,35.19,54.12,0.71,-14.6,5.76,7.01,277.01,22.65,32.54,0.84,-13.56,7.02,4.38,115.76,41.61,38.99,1.67,-12.14,9.31,2.54,217.19,53.3,52.21,1.33,-11.49,7.77,1.37,231.06
0.4996,52.35,54.12,0.71,-14.6,8.56,4.39,55.17,22.65,36.41,0.84,-12.99,7.92,0.54,60.17,41.61,38.99,1.67,-12.14,9.31,2.54,141.07,16.88,52.21,1.33,-11.49,7.77,1.37,231.06
0.5132,52.35,53.66,1.32,-14.6,8.46,3.37,277.01,44.92,36.41,0.84,-13.56,7.02,0.54,60.17,17.52,38.99,1.67,-13.92,6.41,9.81,217.19,16.88,50.65,1.33,-11.49,7.77,1.37,127.81
0.514,52.35,53.66,1.32,-14.6,8.29,4.39,277.01,22.65,32.54,0.84,-13.56,7.02,4.38,115.76,17.52,38.99,1.31,-2.58,9.31,2.54,217.19,16.88,50.65,1.08,-11.49,7.77,1.37,231.06
0.4101,35.19,53.66,0.71,-14.6,5.76,4.39,55.17,44.92,59.9,0.84,-13.56,7.92,4.38,60.17,41.61,42.45,1.31,-13.92,9.31,2.54,141.07,53.3,50.65,1.33,-8.88,6.83,5.58,127.81
0.5165,35.19,53.66,0.71,-14.6,8.29,4.39,277.01,22.65,32.54,1.7,-12.99,7.02,0.54,60.17,41.61,42.45,1.31,-13.92,6.47,2.54,141.07,16.88,52.21,1.33,-11.49,6.83,1.37,127.81
0.5038,35.19,54.12,0.71,-4.91,8.29,4.39,55.17,22.65,32.54,1.7,-12.99,7.92,4.38,60.17,17.52,38.99,1.31,-13.92,6.41,2.54,217.19,53.3,50.65,1.33,-8.88,7.77,5.58,127.81
0.4762,35.19,53.66,1.32,-12.5,8.29,3.37,55.17,44.92,36.41,1.7,-12.99,7.02,0.54,115.76,41.61,38.99,1.31,-13.92,6.41,2.54,141.07,21.0,50.65,1.33,-11.49,6.83,5.58,127.81
